scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,actual_entry_price,opened_ts_ns,opened_bar_index,forced_exit_reason,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome
DIRC-1709110500000000000-000047,DIRC,DIRC,LONG,LONG,1709111100000000000,2024-02-28,9,1709111160000000000,59279.4,59220.4,58689.8,60042.4,DISPLACEMENT_RANGE_PROJECTION,59089.35,179.47999999999993,4.822,98585.01730535,2957.5505191605,613.3163212500035,1.2038095423504038,0.0007,,False,True,59220.5,1709111160000000000,3425,TIMEOUT,91,59456.7,58902.0,236.1999999999971,318.5,0.4450725456943629,0.6001507442999845,1.3160240695341943,1.7745709828393141,0.16983099322664708,0.24934272038989244,,,59279.80000000001,1709116560000000000,2024-02-28,10,90.0,-114.04131262,0.0010013424405401878,-0.03855937941928059,TIMEOUT
DIRC-1709119200000000000-000048,DIRC,DIRC,LONG,LONG,1709119560000000000,2024-02-28,11,1709119620000000000,59436.0,59450.0,59261.9,59782.700000000004,DISPLACEMENT_RANGE_PROJECTION,59362.5,54.575000000000365,10.885,98470.97599273,2954.1292797819,271.3850060000031,0.9176524291839525,0.0007,,False,True,59450.1,1709119620000000000,3566,,13,59589.0,59231.0,138.90000000000146,219.09999999999854,0.7380446333687758,1.1641870350690857,2.5451213925790293,4.01465872652308,-0.1144750789953303,0.2040371751415066,,,59261.799999999996,1709120340000000000,2024-02-28,11,12.0,-2954.17082205,-0.0031673622079694216,-1.0000140624407958,STOP
DIRC-1709140500000000000-000051,DIRC,DIRC,LONG,LONG,1709140860000000000,2024-02-28,17,1709140920000000000,63518.7,63482.4,62232.4,66310.0,DISPLACEMENT_RANGE_PROJECTION,63085.675,365.88999999999976,2.141,95516.80517068,2865.5041551204,1338.2349191250007,2.0448915813594803,0.0007,,False,True,63482.5,1709140920000000000,3921,,5,63680.3,61475.0,197.8000000000029,2007.5,0.1582273418126575,1.6058715302775797,0.5405996337697205,5.48662166224822,-0.06663660372747225,0.08114123944023328,,,62232.3,1709141160000000000,2024-02-28,17,4.0,-2865.08697076,-0.01969361635096282,-0.9998544115318575,STOP
DIRC-1709195700000000000-000064,DIRC,DIRC,LONG,LONG,1709196060000000000,2024-02-29,8,1709196120000000000,62740.1,62740.6,62368.8,63217.40000000001,PRIOR_FAST_BUYSIDE_LIQUIDITY,62628.55,129.96999999999971,6.047,92651.71819992,2779.5515459976,459.6194666250016,0.8451108540990457,0.0007,,False,True,62740.700000000004,1709196120000000000,4841,,51,63068.6,62334.4,327.8999999999942,406.3000000000029,0.8816886259747053,1.0924979833288553,2.5228898976686533,3.126106024467214,0.3722242472805859,0.5213736740952891,,,62368.700000000004,1709199120000000000,2024-02-29,9,50.0,-2779.05957926,-0.005929165597451096,-0.9998230049957849,STOP
DIRC-1709204100000000000-000065,DIRC,DIRC,LONG,LONG,1709204340000000000,2024-02-29,10,1709204400000000000,62776.7,62792.8,62583.9,63068.600000000006,PRIOR_SLOW_BUYSIDE_LIQUIDITY,62718.925,49.27500000000036,9.082,89872.65862066,2696.1797586198,296.8557788750062,0.6316098029506205,0.0007,,False,True,62792.899999999994,1709204400000000000,4979,,25,63082.8,62690.8,289.90000000000873,102.09999999999127,1.3870813397130086,0.4885167464114585,5.88330796549988,2.072044647386921,0.6790738949531744,0.6790738949531744,1.70920518e+18,,63068.5,1709205840000000000,2024-02-29,11,24.0,1702.84793564,0.004389031243978314,0.6315780430425396,OTHER_EXIT
DIRC-1709230200000000000-000070,DIRC,DIRC,LONG,LONG,1709230860000000000,2024-02-29,18,1709230920000000000,61511.1,61362.8,60821.9,62591.6,PRIOR_SLOW_BUYSIDE_LIQUIDITY,61194.0,139.82000000000008,4.384,91575.5065563,2747.265196689,626.6488596250028,1.8221239893156223,0.0007,,False,True,61362.899999999994,1709230920000000000,5421,,13,61511.1,60756.5,148.20000000000437,606.3999999999942,0.2739371534196051,1.1208872458410395,1.0599342011157509,4.337004720354698,-0.12210152276632547,0.09892015129030816,,,60821.799999999996,1709231640000000000,2024-02-29,18,12.0,-2747.14280736,-0.00881803174230681,-0.9999554504861244,STOP
DIRC-1709261100000000000-000077,DIRC,DIRC,LONG,LONG,1709261400000000000,2024-03-01,2,1709261460000000000,61018.4,61022.3,60847.100000000006,61457.799999999996,DISPLACEMENT_RANGE_PROJECTION,60968.774999999994,64.3049999999992,10.221,88828.36374894,2664.8509124682,260.7056653750065,1.3408374900375766,0.0007,,False,True,61022.4,1709261460000000000,5930,,38,61170.4,60844.8,148.0,177.59999999999854,0.8442669709070376,1.0131203650884368,2.301531762693443,2.7618381152321088,0.193602620516109,0.23883270779879748,,,60847.00000000001,1709263680000000000,2024-03-01,3,37.0,-2664.70239618,-0.002874354335457048,-0.9999442684438724,STOP
DIRC-1709288700000000000-000083,DIRC,DIRC,LONG,LONG,1709289540000000000,2024-03-01,10,1709289600000000000,62152.1,62114.1,61974.700000000004,62547.6,DISPLACEMENT_RANGE_PROJECTION,62102.25,54.20999999999985,11.414,86163.66135276,2584.9098405828,226.4571634999968,1.5280453250047217,0.0007,,False,True,62114.200000000004,1709289600000000000,6399,,11,62169.4,61923.1,55.19999999999709,191.10000000000582,0.3956989247311619,1.3698924731183213,1.0182623132262911,3.525179856115225,-0.2648576846631913,-0.14130054225466515,,,61974.59999999999,1709290200000000000,2024-03-01,10,10.0,-2584.83909424,-0.002247473202585127,-0.9999726310211331,STOP
DIRC-1709290200000000000-000084,DIRC,DIRC,SHORT,SHORT,1709290320000000000,2024-03-01,10,1709290380000000000,61963.9,61992.5,62174.899999999994,61676.8,DISPLACEMENT_RANGE_PROJECTION,62012.600000000006,57.475000000000364,9.301,83578.82225852,2507.3646677556,269.55845887500345,0.8492832721905488,0.0007,,False,True,61992.4,1709290380000000000,6412,,16,61964.0,62175.3,28.400000000001455,182.90000000000146,0.15561643835617855,1.0021917808219658,0.4941278816877125,3.182253153545025,-0.32308179221481104,-0.21727932502818512,,,62175.00000000001,1709291280000000000,2024-03-01,11,15.0,-2506.77929118,-0.002945522354353208,-0.9997665371203768,STOP
DIRC-1709292900000000000-000085,DIRC,DIRC,SHORT,SHORT,1709293740000000000,2024-03-01,11,1709293800000000000,61952.0,61980.0,62147.6,61614.200000000004,DISPLACEMENT_RANGE_PROJECTION,61980.875,51.46999999999898,9.549,81072.04296734,2432.1612890202,254.68056387499766,1.095820017647609,0.0007,,False,True,61979.9,1709293800000000000,6469,,20,61894.1,62151.5,85.80000000000291,171.59999999999854,0.5116279069767704,1.0232558139534975,1.6669904798912882,3.3339809597824352,-0.06919785998529121,-0.004365468581822353,,,62147.7,1709294940000000000,2024-03-01,12,19.0,-2432.02831668,-0.002707329311599335,-0.9999453274991259,STOP
DIRC-1709308200000000000-000088,DIRC,DIRC,SHORT,SHORT,1709309400000000000,2024-03-01,16,1709309460000000000,61471.9,61531.8,61823.2,60887.399999999994,DISPLACEMENT_RANGE_PROJECTION,61600.375,105.40000000000109,6.242,78640.01465066,2359.2004395198,377.904302416661,1.4779047405081498,0.0007,,False,True,61531.7,1709309460000000000,6730,,69,61312.5,61857.9,219.1999999999971,326.20000000000437,0.7519725557461306,1.1190394511149377,2.079696394686858,3.0948766603415656,0.27411299457973215,0.3519649264361828,,,61823.299999999996,1709313540000000000,2024-03-01,17,68.0,-2359.154537,-0.004739020699899378,-0.9999805431878397,STOP
DIRC-1709314500000000000-000090,DIRC,DIRC,LONG,LONG,1709314860000000000,2024-03-01,17,1709314920000000000,61989.3,61971.6,61722.8,62558.0,DISPLACEMENT_RANGE_PROJECTION,61882.75,76.39500000000044,6.818,76280.86011366,2288.4258034098,335.5998203750011,1.4869771963595908,0.0007,,False,True,61971.7,1709314920000000000,6821,TIMEOUT,91,62556.3,61889.0,584.6000000000058,82.69999999999709,2.3487344314986722,0.33226195259139824,7.652333267884056,1.0825315792917942,1.3413695200938573,1.4816170027874205,1.70931774e+18,1.70931828e+18,62196.4,1709320320000000000,2024-03-01,19,90.0,939.39992594,0.003625848572816372,0.4105004953799574,TIMEOUT
DIRC-1709326500000000000-000091,DIRC,DIRC,LONG,LONG,1709326920000000000,2024-03-01,21,1709326980000000000,62796.8,62583.4,62466.3,63227.2,DISPLACEMENT_RANGE_PROJECTION,62596.575,110.47000000000007,11.308,77220.2600396,2316.607801188,204.8560251249965,2.7118195799270617,0.0007,,False,True,62583.5,1709326980000000000,7022,,2,62809.3,62458.7,225.8000000000029,124.80000000000291,1.926621160409629,1.064846416382304,2.04399384448269,1.129718475604262,-0.35940773504259005,0.6727897796313608,,,62466.200000000004,1709327040000000000,2024-03-01,21,1.0,-2316.27180532,-0.0018742959406232574,-0.9998549621270257,STOP
DIRC-1709327100000000000-000092,DIRC,DIRC,SHORT,SHORT,1709328000000000000,2024-03-01,21,1709328060000000000,62633.7,62698.5,63207.9,61649.2,DISPLACEMENT_RANGE_PROJECTION,62814.05,150.11000000000132,3.759,74903.98823428,2247.1196470284,597.6881976250021,1.6096295925247808,0.0007,,False,True,62698.4,1709328060000000000,7040,TIMEOUT,91,62359.9,62872.0,338.5,173.59999999999854,0.6643768400392541,0.34072620215897653,2.2550129904736327,1.156485244154267,0.41084222672582854,0.4195485053852942,,,62370.200000000004,1709333460000000000,2024-03-01,22,90.0,904.61079282,0.005234583338649744,0.4025645870776222,TIMEOUT
DIRC-1709447100000000000-000117,DIRC,DIRC,LONG,LONG,1709448540000000000,2024-03-03,6,1709448600000000000,61995.9,61971.4,61808.5,62323.100000000006,DISPLACEMENT_RANGE_PROJECTION,61958.75,24.1099999999984,9.105,75808.5990271,2274.257970813,249.7746598749991,1.0589298775638691,0.0007,,False,True,61971.54519494783,1709448600000000000,9049,,37,61995.8,61765.0,24.30000000000291,206.5,0.14907975460124484,1.2668711656441718,1.0078805474908554,8.564910825384226,-0.28214091067231506,-0.2509346225568444,,,61808.4,1709450760000000000,2024-03-03,7,36.0,-2274.3484807,-0.002632582331691303,-1.0000397975463475,STOP
DIRC-1709452200000000000-000118,DIRC,DIRC,LONG,LONG,1709452860000000000,2024-03-03,8,1709452920000000000,61738.2,61740.7,61464.5,62112.8,PRIOR_SLOW_BUYSIDE_LIQUIDITY,61619.425,62.11000000000022,6.083,73534.2505464,2206.027516392,362.6444727499954,0.7864522181663651,0.0007,,False,True,61740.8,1709452920000000000,9121,,10,61755.7,61452.3,14.89999999999418,288.5,0.05392689106041992,1.0441549040897464,0.23989695701165878,4.644984704556416,-0.23917929685309655,-0.1978454254546659,,,61464.4,1709453460000000000,2024-03-03,8,9.0,-2205.96126212,-0.0044767803462216465,-0.9999699667064404,STOP
DIRC-1709472000000000000-000122,DIRC,DIRC,SHORT,SHORT,1709472780000000000,2024-03-03,13,1709472840000000000,62121.1,62162.5,62490.1,61645.299999999996,DISPLACEMENT_RANGE_PROJECTION,62313.725000000006,72.85499999999993,5.155,71328.28928428,2139.8486785284003,415.0451451666665,1.0368379079032257,0.0007,,False,True,62162.4,1709472840000000000,9453,,28,62085.0,62493.9,77.40000000000146,331.5,0.23619163869393392,1.0115959719255507,1.0623841877702496,4.550133827465518,-0.02378837607179425,-0.02354726977007286,,,62490.200000000004,1709474460000000000,2024-03-03,14,27.0,-2139.6179071,-0.005273284171782346,-0.999892155258119,STOP
DIRC-1709474700000000000-000123,DIRC,DIRC,SHORT,SHORT,1709475180000000000,2024-03-03,14,1709475240000000000,62360.1,62383.5,62500.4,62096.899999999994,DISPLACEMENT_RANGE_PROJECTION,62412.325,40.96500000000087,10.148,69188.67137718,2075.6601413154,204.5228995833338,0.9742856198789985,0.0007,,False,True,62383.399999999994,1709475240000000000,9493,TIMEOUT,91,62140.7,62438.1,242.6999999999971,54.700000000004366,2.0743589743588204,0.46752136752137574,5.924569754668423,1.3352862199439328,0.7364937633236414,0.7594901613288828,1.70947662e+18,,62281.799999999996,1709480640000000000,2024-03-03,15,90.0,145.46508528,0.0016286383877762121,0.0700813598452659,TIMEOUT
DIRC-1709492100000000000-000127,DIRC,DIRC,LONG,LONG,1709493180000000000,2024-03-03,19,1709493240000000000,62889.6,62860.1,62753.5,63114.1,DISPLACEMENT_RANGE_PROJECTION,62822.674999999996,39.14000000000014,10.681,69334.13646246,2080.0240938737998,194.72993637500136,0.8505012792746368,0.0007,,False,True,62860.19999999999,1709493240000000000,9793,,10,62895.8,62733.3,35.6000000000131,126.8999999999869,0.33364573570774597,1.1893158388003657,0.9095554420033972,3.2422074603982227,-0.30105797337236195,-0.2702676382466236,,,62753.40000000001,1709493780000000000,2024-03-03,19,9.0,-2079.90600312,-0.0016990082755062997,-0.9999432262567788,STOP
