group,policy,horizon_min,count,mean,median,win_rate,profit_factor,gross_profit,gross_loss,q10,q90,best,worst,top1_positive_share,top2_positive_share,mean_without_best,mean_without_worst
state:FLOW_ALIGNED_PRICE_ONLY,direct_continuation,720,6,0.002133964303852667,0.0028416333792581003,0.6666666666666666,1.7989356095326077,0.028829840576898302,0.0160260547537823,-0.00801302737689115,0.011573286909191051,0.0179057272612589,-0.0089476888159228,0.6210831174559798,0.8028686026425595,-0.00102038828762858,0.0043502949278077605
state:FLOW_ALIGNED_PRICE_ONLY,delayed_continuation,120,6,0.0038136952344520994,0.0054249400232031005,0.6666666666666666,4.824186236164557,0.028865711431599602,0.005983540024887,-0.0029917700124435,0.0090079156925967,0.0115210157647078,-0.0046979142820806,0.39912460817077317,0.6241256664636119,0.00227223112840096,0.005516017137758639
state:FLOW_ALIGNED_PRICE_ONLY,delayed_continuation,240,6,0.0013116976681787835,0.0009043706860429003,0.5,1.3637689235997448,0.0295053106678582,0.0216351246587855,-0.0081530905774809,0.01118381289597435,0.0144033522623188,-0.0094462422003643,0.48816134913668896,0.7580881300909337,-0.0013066332506492199,0.0034632856418874
state:FLOW_ALIGNED_PRICE_ONLY,delayed_continuation,480,6,-0.003535794031780517,-0.0019514835144103498,0.5,0.16639016642293528,0.0042345087619276,0.0254492729526107,-0.0104392682962214,0.0017833697152901998,0.0025577264347915,-0.0122007384609168,0.604019634529506,0.8423029992637863,-0.004754498125094921,-0.0018028051459532603
state:FLOW_ALIGNED_PRICE_ONLY,delayed_continuation,720,6,0.0033595872278356837,0.0050200515172976,0.6666666666666666,4.431328594161762,0.0260320768566773,0.0058745534896632,-0.0029372767448315996,0.00799598691104105,0.0100069426634914,-0.0052370486481755,0.3844081560831975,0.6143180165811517,0.0020301161407045402,0.00507891440303792
state:FLOW_ALIGNED_PRICE_ONLY,delayed_reversal,120,6,-0.007613695234452083,-0.0092249400232031,0.16666666666666666,0.019276784677462133,0.0008979142820806,0.0465800856887931,-0.012807915692596698,-0.0008082299875564501,0.0008979142820806,-0.0153210157647078,1.0,1.0,-0.00931601713775862,-0.00607223112840094
state:FLOW_ALIGNED_PRICE_ONLY,delayed_reversal,240,6,-0.005111697668178784,-0.004704370686042901,0.5,0.250215057450422,0.0102351246587855,0.0409053106678582,-0.01498381289597435,0.0043530905774809,0.0056462422003643,-0.0182033522623188,0.5516534862638677,0.8506179890528931,-0.0072632856418874,-0.00249336674935078
state:FLOW_ALIGNED_PRICE_ONLY,delayed_reversal,480,6,-0.00026420596821948305,-0.0018485164855896498,0.5,0.8986066122411732,0.0140492729526107,0.0156345087619276,-0.0055833697152902,0.0066392682962214,0.0084007384609168,-0.0063577264347915,0.5979482702950645,0.9451404807374977,-0.0019971948540467395,0.0009544981250949203
state:FLOW_ALIGNED_PRICE_ONLY,delayed_reversal,720,6,-0.007159587227835666,-0.0088200515172976,0.16666666666666666,0.0323699178287791,0.0014370486481755,0.044394572015189496,-0.01179598691104105,-0.0008627232551683501,0.0014370486481755,-0.0138069426634914,1.0,1.0,-0.0088789144030379,-0.00583011614070452
state:FORCED_UNWIND_ACCEPTED,direct_continuation,120,84,0.003775132222031182,0.00073355878912905,0.5476190476190477,1.6465547442730346,0.8075739939149748,0.49046288726435533,-0.019997441770537944,0.02929232697421088,0.0904321579202102,-0.0447863696251402,0.11198002734314316,0.20431523740708873,0.002731071671450713,0.0043602105575392715
state:FORCED_UNWIND_ACCEPTED,direct_continuation,240,84,0.005704370764463763,0.00314664043093655,0.5357142857142857,1.967720841346296,0.9743173194951922,0.4951501752802361,-0.01883766490765148,0.03774936689612608,0.0749374472792642,-0.0545716268989466,0.07691277346695466,0.15258448186152795,0.004870237312478216,0.00643058760378196
