ts_ns,bid_near,ask_near,bid_total,ask_total
1709157843000000000,337106828.42765,317219463.33191,1455001793.12417,1180534193.26074
1709157871000000000,337604078.01515,313375022.74904,1477138984.34141,1177139946.37397
1709157903000000000,334804652.95075,311006046.85674,1465888675.30321,1171700348.84387
1709157931000000000,316803900.86671996,316449344.6296,1434579189.6393,1187937300.24682
1709157963000000000,304046166.05192,303786037.06850004,1396253417.15787,1164271112.92362
1709157991000000000,304764598.29365,315670359.56618,1398162912.7797,1170221381.1308
1709158023000000000,295673716.7765,300158759.47971,1363171232.93454,1148003718.49576
1709158050000000000,303272618.3462,310398312.58792996,1379586522.0228,1172693915.27947
1709158082000000000,303136814.94130003,309634055.99423,1377162980.7778,1179511808.46537
1709158110000000000,301602433.33280003,312688370.8068,1377638570.69838,1185087455.01344
1709158143000000000,302773554.8849,315882355.87204003,1392996185.48857,1199582487.30607
1709158171000000000,298304730.91079,312977387.299,1368761702.87276,1197297443.54277
1709158206000000000,298782450.28486,306803979.90278,1374006857.63462,1180015494.03262
1709158231000000000,299685906.23236,304764019.68548,1380828690.25462,1177449233.39852
1709158263000000000,304844525.74986,307545910.16358,1395485387.71802,1181266915.03232
1709158291000000000,305063762.52112997,320370357.4264,1390442382.0314999,1191956135.2212899
1709158323000000000,308393237.30733,318112604.3547,1392547154.3999,1185898128.61899
1709158351000000000,308591431.40903,326702368.52569,1397392273.65641,1207104994.718
1709158380000000000,313513333.66083,323853729.78519,1409985458.21221,1199690328.5545
1709158411000000000,305027278.29756,323503030.33119,1391290892.81624,1196520849.23529
1709158443000000000,291833190.46636003,318819394.53169,1355580449.27244,1183537293.52754
1709158472000000000,302094599.50372,323826038.40713,1380928843.52094,1199430376.78024
1709158504000000000,298925136.27782,316042720.79213,1370049358.89374,1172530145.65066
1709158531000000000,294678672.70383,299612804.19985,1360048022.57711,1134501760.19766
1709158563000000000,296310439.78003,302129704.41145,1357830025.4615102,1144197713.22876
1709158591000000000,305285738.85646,301954993.31973004,1383664602.019,1159393235.28934
1709158620000000000,311393016.33173,294117763.85963,1392897455.48687,1140583367.4745
1709158650000000000,301250349.57336,299231388.79543,1394005901.1992,1145269135.74114
1709158683000000000,306963668.82386,300583167.02793,1405326684.9559,1145653495.26334
1709158710000000000,314098205.82566,306125327.79843,1420432707.2772,1162262931.50114
1709158740000000000,325628600.18503,293211498.18403,1446381220.64187,1135508784.7767
1709158770000000000,308293631.09696,280903249.56033003,1401955993.7319,1094597159.71908
1709158806000000000,316226283.28933,279411948.67314,1410969156.42206,1103135089.54069
1709158831000000000,321822780.34516,271571153.01642,1437195033.5534801,1089572434.91582
1709158863000000000,310685649.64432,267266636.36842,1409517484.55664,1077497501.13412
1709158891000000000,326923707.35412,257758477.75396,1436242494.0571399,1051823309.1263
1709158921000000000,304247655.98162997,270627775.35734,1390374730.86526,1072441754.75229
1709158950000000000,308486871.12005997,274455686.81513,1404553048.359,1077518818.64298
1709158983000000000,292311597.25656,272218501.05573,1375064804.94174,1069875027.86874
1709159011000000000,296652229.44236,274066428.14403,1384521838.91424,1076264149.13534
1709159043000000000,282376092.56758,276575577.33755,1364696961.60252,1092847536.84242
1709159072000000000,294726063.39453,275183440.03915,1386498850.49221,1096868874.45238
1709159104000000000,276562819.96398,278290458.53695,1347385773.4579,1091300507.54307
1709159131000000000,292297950.45903,271054325.99755,1376825099.74907,1095516222.73362
1709159163000000000,294046118.69763,271906554.13255,1379298899.49707,1099121351.25482
1709159191000000000,296886796.14273,266216693.49805,1388691728.49501,1085049093.83338
1709159223000000000,296547098.38198,276165144.08945,1390371139.18632,1096187470.93102
1709159250000000000,286515910.92634,278684932.83515,1361746649.52476,1143031505.82367
1709159283000000000,288791553.10514003,277247217.60735,1375946877.51696,1147875040.74537
1709159310000000000,285009507.24066,280355254.09272,1326951834.18698,1149809007.0888
1709159343000000000,279324020.02376,281684425.43792003,1310219364.4024801,1145635167.7595
1709159371000000000,285300094.44776,284761486.91981995,1323825809.39808,1156655582.553
1709159407000000000,281583546.53136003,285929411.48318,1312916485.05694,1157265446.50476
1709159432000000000,289078539.83601,274185075.20875,1373873351.52263,1108406627.5183
1709159462000000000,295944020.08068,270948737.05035,1387381664.1092,1086354949.07177
1709159491000000000,273593247.41554,278655942.11985,1298433888.65946,1153239261.95897
1709159522000000000,278873468.09648,264364441.36435002,1322547544.81702,1076870454.06777
1709159551000000000,286156325.33738,259768715.45415002,1332376419.08932,1076941757.08692
1709159583000000000,292339679.27943,253004280.25061,1334610093.85366,1043236504.19076
1709159610000000000,295351284.13126004,244776338.37939,1344935338.0873501,1032936957.39984
1709159642000000000,296015596.38991,272511314.44715,1382414278.82793,1094111111.9373999
1709159671000000000,288276647.86503,262546615.04561,1344805731.2560601,1054623662.50786
1709159704000000000,295020698.81779003,241016761.3237,1342779686.40287,1026307214.72537
1709159732000000000,289847811.23564,262892189.06537,1354816632.6391,1057273046.36429
1709159762000000000,282803567.20783997,264478405.78067,1337247120.3402,1053064641.1654899
1709159791000000000,292042713.67291,264438909.39927,1353517183.52367,1059984343.36695
1709159821000000000,271736024.46343,271427192.59235,1323882317.19551,1085152288.79288
1709159850000000000,272787991.25483,276485825.18971,1318918839.41071,1105658039.23306
1709159882000000000,270677899.36788,283797789.43475,1316327887.0677001,1109470025.95517
1709159910000000000,271836532.25378,280989938.35255,1315983446.65072,1106727058.51902
1709159943000000000,274516618.32158,275799735.99365,1319979603.76842,1096785603.82692
1709159970000000000,271220964.88408,286059159.78975,1320417649.5747201,1121056142.76607
1709160005000000000,273577597.06224,295461309.57895,1324162190.80226,1189910329.49457
1709160031000000000,273152684.16064,296513976.75275,1325139407.83486,1195043483.09987
1709160062000000000,269309407.66587996,293656359.10655,1311772529.3936,1139585636.35467
1709160090000000000,269604109.21848,296213948.47075,1310617877.33202,1149176754.27937
1709160123000000000,280456796.01853,283992592.02605003,1324178230.71827,1129054938.53092
1709160151000000000,280129214.95403,285750316.15525,1324380362.62187,1135297214.93072
1709160183000000000,292896323.39193,273487502.44641,1351321361.53746,1082489673.37226
1709160211000000000,292070169.84353,279754780.18491,1353885302.68246,1119698271.69536
1709160242000000000,284800116.49173,281205970.84385,1338701414.03297,1121138158.51812
1709160271000000000,280765888.80628,288894924.10765,1337623201.37172,1130778088.99122
1709160305000000000,267677863.96238,293063621.28604996,1309362312.9103,1136065985.77817
1709160331000000000,281361985.22483,284092683.25655,1330434683.6496701,1133348428.9151201
1709160362000000000,289318896.76483,278432351.48431003,1343708087.10676,1098374600.14966
1709160391000000000,295966224.60933,278147321.61851,1361017010.89806,1098121603.90816
1709160420000000000,302535527.15876,266208714.83328998,1370489965.20855,1082685388.62844
1709160451000000000,309039872.71595997,262938069.08419,1388061412.44885,1071178440.56859
1709160483000000000,289897651.20792997,279117154.28431,1354681293.87926,1090113831.40556
1709160510000000000,291384725.21753,279040762.92901003,1360789255.66776,1118490689.73016
1709160543000000000,279834056.52588,291601606.36015,1338403383.4390202,1134987168.10132
1709160571000000000,284041542.35843,278724788.09925,1341239220.76381,1124817322.5095801
1709160606000000000,296621644.66573,275380430.27341,1366841622.7179601,1092407487.64546
1709160630000000000,298081275.94273,275461710.25991,1371066602.83386,1093801724.1157598
1709160663000000000,284369083.68928,283835919.69985,1346848414.2341201,1120185595.19492
1709160691000000000,268951006.54884,287633672.49066997,1281026710.4080598,1173227300.55469
1709160722000000000,267278131.17813998,285466705.46737,1270251967.17318,1167618603.08055
1709160751000000000,266104963.44806,286784697.0845,1269049964.5372,1171718327.52568
1709160783000000000,255392474.40166003,293702300.52788,1239063185.33268,1222837405.31136
1709160811000000000,258464607.21394002,295777884.25523996,1243089540.68109,1190342357.54521
1709160843000000000,271466476.78522,279593014.97611,1271093000.42221,1160895174.1879199
1709160871000000000,267961191.40494,284830898.20098,1269485026.12973,1170895460.63465
1709160904000000000,269701538.78034,289509514.24518,1271010487.36303,1173319862.98355
1709160931000000000,256208830.70683998,296238968.99854,1241360911.94183,1195897660.6751099
1709160963000000000,260150430.49184,297537455.04574,1243479776.05679,1192089043.74341
1709160991000000000,273305936.24259,280404186.02441,1319393925.6069798,1131384781.7209501
1709161023000000000,281191732.41846,275627336.32331,1329720617.04957,1115875158.72207
1709161051000000000,287960292.05161,269616563.59391,1342231430.35932,1103056561.21457
1709161082000000000,273168665.14768004,286392341.22795,1321811525.82102,1129604305.73872
1709161110000000000,285143876.36303,268252224.07505,1342255073.8287702,1105573505.14752
1709161143000000000,278634071.39638,278429418.40435,1341969253.33602,1110318992.45427
1709161170000000000,267508744.46711,283096629.91215,1322877430.33703,1130466571.7465
1709161209000000000,280449624.16688,283118564.52085,1351464704.9083998,1122616675.8529701
1709161237000000000,280665653.89268,276962352.21725,1344775159.7988,1115074339.29967
1709161262000000000,268736691.36504,281873284.21467,1274493951.25588,1160804248.12725
1709161291000000000,268784294.80516,290828706.87932,1285309973.60288,1179597867.5006
1709161323000000000,263767173.96675998,290939211.01612,1257155107.23004,1183617266.0416
1709161351000000000,257781196.80206,294423942.72058,1247800806.38788,1187736856.6900601
1709161383000000000,252106494.74504,293261580.43557,1212495704.78118,1231920177.99006
1709161411000000000,256304337.95857,296283458.46407,1215768997.19821,1238770684.35986
1709161443000000000,256583564.71157,295232227.60317004,1209800235.28091,1236527414.84236
1709161471000000000,258528166.95177,291972845.99957,1217269462.11673,1230541337.17946
1709161504000000000,248150863.40576,287042713.23398,1200471997.87927,1286373938.35076
1709161530000000000,250268016.34236002,287695345.37177,1197444539.31301,1284725046.2009501
1709161563000000000,252898648.51847,285283884.43514,1178065281.04944,1265236666.89485
1709161591000000000,248884581.0337,294294534.80439997,1157038368.78968,1314476181.8365
1709161623000000000,257180966.79418,294173663.77804,1164104137.83056,1308493683.62024
1709161650000000000,253262480.09208,300696293.88664,1164248269.82526,1328625078.37314
1709161683000000000,260714204.6122,300333316.427,1178231063.52508,1327663201.5530999
1709161710000000000,257137465.44057,291700336.7585,1176497043.41519,1330718736.4585
1709161743000000000,243864568.98263,291213054.48824,1140178071.41371,1330514537.11692
1709161770000000000,235811874.09394997,299273171.41253996,1134304588.07218,1351398591.24227
1709161807000000000,238461763.35575,298644262.47274,1131151860.6803799,1400596249.99031
1709161830000000000,250807656.21123,282304645.45084,1147295041.7355099,1319835796.36312
1709161863000000000,263133619.53192002,279170448.26496,1166591260.36186,1290683667.65164
1709161891000000000,270710361.43512,272871243.25106,1181748133.62056,1274668756.41754
1709161922000000000,241716631.13494998,300419375.76134,1144758551.29968,1401028798.87621
1709161951000000000,239271794.73992002,298246672.61745,1089310534.84329,1446249842.18126
1709161983000000000,242705637.96271998,303379062.32705,1086586966.01759,1458886774.03543
1709162011000000000,246142953.45049,300177261.83715,1092658730.86722,1457724373.38044
1709162043000000000,241501559.07266,304576768.69839,1081484793.70859,1462762277.27628
1709162071000000000,240725726.25526,315035630.82269,1080117896.5053499,1490170494.69488
1709162105000000000,240960247.39049,288051270.92994,1063123488.11046,1501152661.3798199
1709162132000000000,229453350.5576,283347076.88675,1026282427.05288,1463344068.03019
1709162163000000000,214757959.67639,273964488.01898,967130820.8910401,1485875587.36074
1709162191000000000,224460888.81519997,272193011.36775,1004742220.57021,1466483104.61879
1709162222000000000,228276781.73029,284158181.20848,1007166922.753,1517549720.48544
1709162251000000000,228088757.65693003,273591165.42298,1007216387.85055,1496962694.8545399
1709162283000000000,226573862.76762998,286561761.88913,1004825292.86602,1534026495.63689
1709162310000000000,221777230.27030998,285982373.02801,983759925.72852,1566105127.25389
1709162340000000000,217338695.52174002,281822141.63953,967318515.08517,1552692285.00304
1709162370000000000,221878747.88351,280322291.6748,975610403.40629,1550461047.80828
1709162406000000000,225496206.18897,262881009.76439,974194610.98602,1479350408.92174
1709162432000000000,220948363.19045,206373742.17543,1005030348.99842,1260820268.45643
1709162463000000000,223623796.11929,225934612.21530998,1020524935.27753,1364034657.56686
1709162491000000000,217437372.35070997,246531083.75223002,1015795532.1370901,1388977531.37607
1709162523000000000,224306338.62109,251425354.74123,1018378399.07585,1408306670.51919
1709162551000000000,221686193.37048,248725855.48355,1007270521.4457101,1431192169.13463
1709162583000000000,226244616.17077,260148122.45655,1019119129.6327001,1456856013.38723
1709162610000000000,227787372.44917,261742728.13355,1017429404.0591,1462209461.63533
1709162643000000000,227817812.00331,275554064.79771,1004438197.79632,1523772609.20909
1709162671000000000,238620495.45882,256283624.71775,1031132672.06976,1459445411.83033
1709162705000000000,239164619.96752,257495503.13365,1034074366.76376,1455484679.1340299
1709162731000000000,238538587.81575,249693149.33152997,1048114985.1063399,1416031211.1531699
1709162763000000000,236101394.56031,265520225.95576,1030680978.28009,1476189131.4314399
1709162790000000000,238048467.46389002,261465699.14875,1035149441.60113,1467586533.43363
1709162823000000000,228436905.08890998,274298977.31121004,1013766496.0597199,1497650975.62127
1709162851000000000,221210128.29454,281307450.72063,990333179.06657,1575010057.2932699
1709162882000000000,221579761.89124,276036762.21883,992256666.70266,1532223653.23164
1709162911000000000,217821661.97557002,299585103.22424,973238502.84419,1595187124.15994
1709162942000000000,222934859.15153,296436720.58672,977829950.03659,1595330415.02194
1709162971000000000,230743265.06833,355492871.74976003,997858816.18054,1741687619.84613
1709163007000000000,236229647.92653,355868030.18687,1019283583.1052899,1878436754.24336
1709163033000000000,233303118.61551,363872060.32019,1025640269.3033301,1885547290.87148
1709163063000000000,246301440.37527,354213918.32677,1071991182.73444,1832621900.36122
1709163090000000000,256541049.70914,363357691.71279,1094164009.14396,1881484199.6228
1709163123000000000,275104575.95585,362002553.66947,1146960102.4977,1849707566.30114
1709163151000000000,277338472.14547,352129480.37757003,1156072034.79678,1841858501.84762
1709163183000000000,274822093.03735,367212375.13256997,1151565111.6645,1857675948.14574
1709163210000000000,271604348.11127,349828060.72647,1137719284.71904,1826056397.39832
1709163243000000000,269848504.09553003,369433511.10807,1127419090.65749,1884857939.92566
1709163272000000000,258966140.93663,383333509.12465,1098751384.91942,1922449843.68184
1709163304000000000,263390575.46605003,383025006.92415,1101844679.37634,1943526535.57462
1709163330000000000,264419499.17242998,379667249.41145,1105011990.98062,1922385918.69472
1709163363000000000,274539200.67904,355020758.83116996,1132670878.42446,1866056139.3650799
1709163391000000000,281884018.37404,357841908.34077,1154333544.11606,1845950422.97144
1709163423000000000,278087628.00343,367498452.20281,1148859189.66299,1880768945.9519
1709163451000000000,272423096.57023,378161565.87125003,1132884166.9761899,1912951008.4121199
1709163483000000000,277671404.07513,378914535.63035,1140473016.12652,1914245099.75762
1709163510000000000,256458870.88985002,403968552.68297,1101566146.75605,1942038247.79414
1709163543000000000,250624159.40315998,413922324.90226996,1065825057.5363599,1978970003.58779
1709163571000000000,259823852.32376,418324612.30977,1084740629.04847,1985771261.25822
1709163607000000000,249013986.18993002,466089912.84092003,1052224432.51151,2057721828.83234
1709163630000000000,243933848.34412998,466845945.77932,1026289019.84205,2074213365.05845
1709163663000000000,243044621.76483,470327299.17592,1028623586.02715,2108339255.98985
1709163691000000000,238415971.40037,478214473.23772,996586017.57321,2124545856.44273
1709163722000000000,249053334.97386,400477825.18448997,1048404164.63137,1944806761.59329
1709163751000000000,246655812.33923,452961859.34432006,1042259038.37869,2025059515.74804
1709163783000000000,250802342.68953001,419262157.98266006,1044036984.19929,2003831302.22673
1709163811000000000,246724589.98523003,427929259.52305996,1040350589.10139,2015763448.96113
1709163842000000000,250347817.79273,427103981.61546004,1045884191.94584,2024414597.17633
1709163871000000000,251078571.28003,428221285.33476,1054333348.46084,1894448030.90103
1709163905000000000,246301514.48105997,418574291.97869,1038566276.15677,1882051749.09432
1709163931000000000,256933193.06099,365451326.93105,1078409089.70458,1781109615.9672
1709163963000000000,242347524.44919,402450064.05539,1045230456.87999,1818062238.30314
1709163991000000000,256453679.47615,358182684.88036996,1071339650.83284,1778996085.10392
1709164020000000000,251370654.35105,403587945.25739,1063495557.34945,1819118744.10889
1709164050000000000,249597697.60806,408221323.96748996,1050383037.73397,1863169528.94922
1709164083000000000,251548381.68553,353505987.85067,1057948583.5578201,1763035955.52944
1709164111000000000,250508588.55333,341334834.47079,1070350157.07355,1712369220.00138
1709164143000000000,253913553.01314,341304054.19896996,1073336484.6693599,1704635958.87388
1709164170000000000,226465185.75581002,336164959.77138996,1014758959.73763,1672550018.2786798
1709164207000000000,239944873.92213,367265308.16385,1053120032.76822,1753257864.66064
1709164231000000000,242000709.29426003,409613406.75887,1061730035.31556,1822074413.73079
1709164262000000000,274736287.74163,464952541.8874,1113832264.61699,1921405873.49644
1709164290000000000,267166996.85013002,430254691.1348,1097090090.01909,1889150284.34364
1709164323000000000,277240246.43683,466255074.11562,1115761546.3115501,1938899145.9063501
1709164351000000000,244850777.88983,416154067.15116,1031299370.35129,1861603011.35783
1709164383000000000,300181583.13816,417908849.45119,1172679147.48547,1883200643.30272
1709164410000000000,291832296.40553,432220358.84976,1148024998.30689,1901082514.63383
1709164442000000000,288629225.60386,410929987.22479,1156099647.32596,1845293629.52939
1709164471000000000,323396433.97275996,426347234.04599,1233008151.41847,1896370347.6205199
1709164503000000000,315154127.48012996,468397143.96502006,1210367241.2946901,1934205506.97034
1709164531000000000,310353161.79613,425182770.70126,1199948348.25024,1884931016.64543
1709164563000000000,311062667.04306,410854045.09349,1205791600.23117,1845893752.65849
1709164591000000000,308666217.89916,411261026.22979,1209520822.43806,1842266319.7988899
1709164622000000000,322375766.57706,419189672.03039,1233549325.96697,1873162540.14752
1709164651000000000,321855847.98376,420394589.67599,1230114875.65577,1878026438.42532
1709164682000000000,286133440.62066,402444500.73669,1139349569.72947,1820105195.10819
1709164711000000000,283592509.51496,409733192.37609005,1144095940.07196,1838076698.30059
1709164742000000000,271562697.01546,397732282.71439,1115234562.26026,1799773283.25509
1709164771000000000,266032167.39936,399274859.85469,1098141716.28936,1806195599.90259
1709164809000000000,255436890.16666,383000109.91609,1068726693.72216,1763757275.06399
1709164841000000000,269231581.58369,364493349.81427,1110336981.6015801,1788886525.5429199
1709164860000000000,272081480.13234997,365049240.31237,1119881617.06204,1792831121.71532
1709164891000000000,284494429.66039,374527167.03355,1151640308.39998,1794257901.875
1709164922000000000,284888238.07243,431768970.70245,1162581995.12429,2026454889.50654
1709164950000000000,260834378.71393,427832319.76427,1112677799.67859,2004194783.1977599
1709164982000000000,264973113.40383,433683553.91605,1116322696.15929,2018051269.29672
1709165010000000000,271703215.94153,427157410.01737,1140006733.7674901,2010845227.31106
1709165043000000000,249436948.04771,372925069.06341,1090396352.95986,1952116209.07481
1709165072000000000,256699948.09576,355786945.57091,1138719343.50535,1905977962.68668
1709165104000000000,248725100.68857,371335522.55283,1109630697.03329,1915849810.60854
1709165131000000000,228167538.18888998,417822154.58923,1057991681.86595,1971258908.67289
1709165163000000000,235183337.51749003,421895231.25333,1077737524.07735,1986212292.80529
1709165191000000000,246094550.03557998,425928482.88833,1091082965.00101,2000454899.4691901
1709165220000000000,239382517.17965,434984576.44664997,1076857703.58188,2012829730.73453
1709165250000000000,238673887.47617,440394573.09693,1077861873.16764,2022203765.7388098
1709165283000000000,236554396.17911,366024974.80551004,1057740529.21752,1747449731.56299
1709165311000000000,244638789.13191,374843933.24391,1073531881.92822,1771438706.07929
1709165343000000000,238699931.56391,371192947.35501,1055987307.68209,1766878546.17727
1709165371000000000,240206258.08171,374491349.45561004,1060617053.3738899,1770964896.22417
1709165406000000000,245622306.13571,372110640.56341004,1075200229.95999,1757074560.92639
1709165431000000000,246212331.08661,357638365.03813,1085066285.43519,1730816647.2566102
1709165463000000000,230730761.06881,344768713.72153,1064932626.72759,1701895665.06307
1709165491000000000,251181350.74447,341713766.26183,1111591126.68849,1716859592.48314
1709165523000000000,258694942.76669,336213066.28177,1126258218.50826,1708604089.62532
1709165551000000000,258461100.17838997,340767522.80526996,1132978774.8687599,1710432321.58928
1709165583000000000,259327680.47816,337268664.41841,1152094052.15089,1659234269.70008
1709165611000000000,254337149.39569,348577038.10100996,1125507275.48467,1686577537.2449
1709165643000000000,265706368.43416,348075311.27621,1168675469.6642501,1681636848.39278
1709165671000000000,263851628.22546,342343745.51491,1164644937.43929,1674359768.26088
1709165704000000000,238183462.27716,243171022.95344,1146995617.72456,1444572317.98099
1709165731000000000,239470786.81555003,234389781.7354,1162239032.25859,1438801958.81875
1709165763000000000,235355687.69029,283560963.2119,1152813254.34708,1559225439.96904
1709165792000000000,235321138.21651,318862306.71559,1165553964.01644,1595806755.4818301
1709165821000000000,252079427.45491,320585339.16285,1181888765.89174,1600641707.55139
1709165851000000000,241789843.81351,279922937.7369,1167048065.61808,1556368513.02375
1709165883000000000,243858253.90853,314942807.20147,1175458083.23144,1588954026.67383
1709165910000000000,242506214.15463,316743064.49267,1178285800.93524,1592535615.62883
1709165943000000000,247252741.50221002,279048152.77558,1185116087.16178,1556545961.94784
1709165971000000000,245052005.01831,281874564.96437997,1176704000.40358,1567710651.56114
1709166006000000000,266915232.6308,224958032.01327997,1217894373.63882,1439638692.96885
1709166030000000000,272799739.00817,232783490.66476,1240982650.10559,1446590841.91683
1709166063000000000,305420324.56033003,221306142.99782,1314609675.35562,1398172126.14477
1709166091000000000,319581508.08943,214502332.76112,1348467360.52299,1378423697.79069
1709166123000000000,302683801.46582997,213406214.77942002,1320988405.45489,1351721525.26359
1709166151000000000,305251156.76344,234059515.61402002,1326981628.16793,1402979908.46725
1709166183000000000,304839534.25816,249407299.90634,1333208355.31116,1454936126.71469
1709166211000000000,303882447.35145,241953970.35070002,1334686839.35009,1466395488.27905
1709166242000000000,304943420.96525,255815742.62478,1334165935.39699,1490955966.23123
1709166271000000000,283470696.90049,282961222.54322004,1296481081.43578,1514365186.06735
1709166304000000000,301754462.95067,315645152.87082,1322218532.21681,1589415547.81677
1709166332000000000,313429944.53305,273438428.74288,1355376737.83719,1541920352.2929301
1709166363000000000,315017884.67626,267434377.10693997,1349627868.41976,1516589139.02319
1709166391000000000,310698292.17135,268266682.908,1345943405.43059,1541330881.75075
1709166423000000000,314633531.19806,266264704.02784002,1344147295.87316,1503358395.43709
1709166450000000000,321770952.26486003,245544487.6099,1361297599.5995998,1489418404.8863401
1709166482000000000,323909072.19953,231022456.50950003,1357555775.8677,1427470167.99377
1709166511000000000,334903809.29991,228879578.83672,1396309879.27108,1429388299.1777
1709166543000000000,326467478.98131,235373964.76551998,1382647913.22436,1433233925.27684
1709166571000000000,317842886.87242997,245291844.03131998,1351280921.64199,1457583309.41819
1709166605000000000,314735465.32304,252281677.38361996,1340522563.7700999,1469303989.84443
1709166631000000000,324536751.22543,245411582.13412,1363911578.34202,1463552250.67969
1709166662000000000,323783161.94701004,247497871.69602,1362232019.9965,1465368636.44467
1709166690000000000,331423288.46871,243919591.19542,1397958280.52366,1459880280.40104
1709166723000000000,323513595.87301,245183638.65332,1374429375.59846,1463511963.69614
1709166751000000000,326543374.10173,246731955.91652,1372808303.34912,1462053649.04187
1709166783000000000,343885418.58061004,236456276.18515998,1403945811.68662,1436047917.43338
1709166810000000000,349907383.71437,233538351.42084998,1431066911.71778,1432192872.061
1709166842000000000,348552285.02587,238153734.95325,1430970940.54922,1434002718.216
1709166871000000000,369719099.83677,238404367.17452,1489706752.2241201,1432277580.25243
1709166904000000000,349403300.93669,257276949.61348003,1440043477.32192,1467340816.77244
1709166931000000000,338845573.101,255979777.69438,1419137961.7311,1464420269.40989
1709166963000000000,347972167.60864,282055560.24206,1447417802.4447799,1499818906.6808
1709166991000000000,335555578.67101,281575502.42035997,1406930771.42049,1531953700.0867
1709167022000000000,320732679.11153,318490647.59208,1370534731.82906,1557690618.5030699
1709167050000000000,326291928.11975,316430846.56038,1389787146.16388,1559664098.75947
1709167083000000000,313560201.22465,322270883.72458,1353546562.37718,1572991348.9407
1709167110000000000,323805821.87635,328508056.74818003,1380133877.35018,1591740960.06797
1709167143000000000,308728472.72494996,331267972.59638,1353745256.37038,1594481681.1819
1709167171000000000,291921214.20529,357427444.03479004,1302657783.2105598,1695722888.27275
1709167206000000000,295228253.84218997,362911985.17349,1292739609.59096,1674054010.62175
1709167231000000000,323296649.16127,310976291.68766,1369241465.5581799,1583763198.50807
1709167262000000000,347320437.79304,263201391.47276002,1421357189.53082,1515680319.9486
1709167290000000000,348630001.42534,271455105.55906,1416353485.19148,1509191019.5367
1709167323000000000,331460449.31773,304801458.72658,1384749428.82311,1550059777.14622
1709167351000000000,325858426.31963,303809801.40148,1366990436.50151,1546230793.99472
1709167380000000000,350611617.65554,266080447.81356,1421968460.07518,1499469163.0489001
1709167411000000000,350337186.73152,256915368.08200002,1413860796.89726,1495137333.14774
1709167442000000000,343244034.93192,230074646.83586,1397706966.1682,1431485935.9754
1709167471000000000,347093135.54141,241315894.90386,1408468407.05619,1463378946.9623399
1709167504000000000,340584931.47861,244244018.20076,1390162411.93142,1476427071.79074
1709167531000000000,345758718.72611,240336045.29556,1404830873.4648201,1465865068.84402
1709167563000000000,347644735.66776997,232000937.47155,1425592225.63102,1448441582.50086
1709167590000000000,345290669.68057,231215806.80582,1423001072.47448,1436416824.42569
1709167623000000000,338249263.43377,236319270.70748,1416815637.61396,1448046650.33449
1709167650000000000,334916489.03677,239869614.17188,1398605478.6389,1453641858.48752
1709167684000000000,338920524.07667,237504707.32468,1412965834.70108,1451132062.05275
1709167711000000000,344483783.67977,230868992.01981997,1419586333.80032,1445526077.8029299
1709167743000000000,345503157.22387004,226704257.92296,1429181750.91028,1434306900.92687
1709167770000000000,345622297.44674,229286620.80063,1432159691.08618,1406169923.72959
1709167805000000000,304478928.98265,230984240.8024,1365217517.8418,1289066667.90598
1709167831000000000,299268777.05044997,239061087.31926,1360529086.1978,1357566304.44924
1709167863000000000,299134957.79435,241990493.14776,1354022166.3120399,1323836820.06604
1709167890000000000,312385930.18215,240114668.7495,1384902938.8309,1315061084.62918
1709167923000000000,315915972.33117,229743800.36773,1409941903.27278,1228835354.83875
1709167951000000000,307728233.26745003,238834613.4076,1378674962.28784,1308939690.2395802
1709167983000000000,300259546.67405,245870386.18636,1356038683.7229,1323228176.17114
1709168011000000000,305217199.35455,239475894.23016,1377307826.8684,1308096471.62764
1709168042000000000,292937869.58625,246656726.09065998,1358206005.3408399,1330439843.71134
1709168071000000000,294528583.27325,242531854.76595998,1359898107.66044,1321933055.21854
1709168104000000000,292044346.86855,246988694.36086,1351278838.64894,1332752085.80664
1709168130000000000,296690177.00725,243454065.99226,1356492724.7855,1318664956.67944
1709168163000000000,298939782.17075,246502987.73255998,1365332992.0019,1325213257.47864
1709168191000000000,302223522.16545,243670464.97206002,1403366095.7967,1372129938.95294
1709168223000000000,295625466.32974,258803035.93039,1364881792.41308,1433912981.54129
1709168250000000000,301363418.18568003,247561691.81289,1369395197.92632,1414116524.44489
1709168283000000000,307720336.18505,249969871.12585998,1406530268.2807999,1389082439.90834
1709168310000000000,320253155.89435,243871604.5845,1430678491.52654,1336048986.14128
1709168343000000000,329139218.80093,246884669.78945,1450830772.25142,1304432933.82547
1709168371000000000,323505587.90995,247213791.1632,1449119181.38834,1336669925.01758
1709168408000000000,307414650.78104997,251862297.71566,1410228723.3225,1426027417.80584
1709168437000000000,301726073.94525,250925131.67496002,1391491602.88814,1349511764.42104
1709168462000000000,309169949.85015,245849273.4628,1411000980.734,1326633242.50728
1709168490000000000,312142723.48963,242006786.26033998,1414169563.0587401,1293588799.79562
1709168523000000000,330252003.9156,243150684.18293,1483405422.41839,1258469341.1963801
1709168551000000000,289723159.68035,240754328.48365998,1357318257.8270001,1310808757.19894
1709168583000000000,291372184.96455,258909834.22406,1368654666.9875,1405937249.52884
1709168611000000000,285439081.64908,250459390.46828997,1342122180.31742,1413556161.10209
1709168643000000000,282962822.12247,255505117.65697002,1313298334.74842,1446120101.07159
1709168671000000000,285707554.12837,254787518.93146998,1314859099.64218,1482957948.62839
