symbol,event_direction,basis_z,relative_z,volume_z,basis_repair,index_follow_ratio,futures_follow,entry_ts,entry_price,index_entry_price,return_reversal,return_continuation,event_score,cross_market_breadth,route,horizon_minutes,gross_return,net_return,state_quality,rank_score
BTCUSDT,-1.0,3.820950074407846,2.1459609264979846,1.4335898949244508,0.19761931013422873,0.6243970662949295,0.0022993188728352987,2024-01-11 17:00:00+00:00,46038.0,46001.16085106,0.01041096485511983,-0.012593944133107549,11.754877410091996,1.0,INDEX_CONFIRMED_DISCOVERY,120,-0.012593944133107549,-0.01419394413310755,0.6243970662949295,7.339710969517982
ETHUSDT,1.0,2.2056934501793326,3.1023904757286314,1.8236679266645752,0.7978565100515101,-0.7162557604064668,-0.007627502020898791,2024-01-12 14:35:00+00:00,2676.25,2675.72454545,0.005059318075665509,-0.006542737038767066,12.479218018387664,0.75,REFLEXIVE_BASIS_REPAIR,60,0.005059318075665509,0.003459318075665509,0.7978565100515101,9.956625336322704
XRPUSDT,-1.0,-4.222987787109096,-7.147819679734341,2.8017048257953987,0.9457906606919944,-0.2604121450648341,-0.004283755997258387,2024-01-12 15:45:00+00:00,0.5861,0.58602742,0.0008530967411706225,0.018085650912813445,84.56989502477677,1.0,REFLEXIVE_BASIS_REPAIR,60,0.0008530967411706225,-0.0007469032588293776,0.9457906606919944,79.98541689013622
ETHUSDT,-1.0,-2.23710036817983,-6.184536002868643,1.7857586960107183,-0.37894978480689145,0.3833283275716692,0.0008134170589668699,2024-01-12 21:15:00+00:00,2542.75,2540.31863636,-0.011798249926260884,0.008691377445678827,24.706735451589307,0.75,INDEX_CONFIRMED_DISCOVERY,120,0.008691377445678827,0.0070913774456788274,0.28749624567875187,7.103093685310048
XRPUSDT,1.0,2.038321711079762,1.8905468665563028,1.3367958697852091,0.9764957415346075,-0.06886405965802117,-0.0008650519031141446,2024-01-16 17:50:00+00:00,0.5775,0.57736289,0.002077922077922012,0.0005194805194803642,5.1513999973711195,0.5,REFLEXIVE_BASIS_REPAIR,60,0.002077922077922012,0.0004779220779220119,0.9764957415346075,5.030320160374287
SOLUSDT,-1.0,2.0630631538105497,1.777765540924361,2.379427445072849,0.9379216687785039,-0.9294539095912324,-0.0044331540147439785,2024-01-17 14:15:00+00:00,100.825,100.79656484,0.010235556657574918,0.01551202578725519,8.726889422124144,0.25,REFLEXIVE_BASIS_REPAIR,60,0.010235556657574918,0.008635556657574917,0.9379216687785039,8.18513869004415
ETHUSDT,-1.0,-2.2830738981723924,-2.6095071835875427,1.9324453792483194,0.984119007669875,-0.3591741151348473,-0.001574301030270453,2024-01-18 12:30:00+00:00,2513.0,2512.45795455,-0.0018225228810186955,-0.005766016713091737,11.512925464644322,0.25,REFLEXIVE_BASIS_REPAIR,60,-0.0018225228810186955,-0.0034225228810186954,0.984119007669875,11.330088783643005
BTCUSDT,1.0,-2.1516831421127107,-1.587048150137717,1.6879963717830861,0.43307720245721404,-0.12899455755218117,-0.0003232517669476964,2024-01-18 20:55:00+00:00,41131.1,41137.54297872,-0.0026063003420770947,0.004908694394266222,5.764211788903842,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.0026063003420770947,-0.004206300342077095,0.43307720245721404,2.4963487159093694
BTCUSDT,-1.0,2.76237091654258,3.207367916659431,2.50712820943993,0.9924097416762471,-0.44808278627824805,-0.0014194583481443868,2024-01-19 21:05:00+00:00,41694.7,41692.32702128,-0.003144284525371299,0.0005612224095626894,22.21300513596706,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.003144284525371299,-0.004744284525371299,0.9924097416762471,22.04440268883822
SOLUSDT,1.0,2.4119598554113564,1.571831146298874,1.95254751838774,0.7123970698274648,0.024240649735464942,-0.0008089667578529136,2024-01-20 01:40:00+00:00,93.871,93.87399945,0.003728521055491041,-0.006082815779101081,7.402485702967828,1.0,REFLEXIVE_BASIS_REPAIR,60,0.003728521055491041,0.002128521055491041,0.7123970698274648,5.273509124233982
SOLUSDT,-1.0,-5.250034258251994,-6.328559834096985,3.256350269180865,0.9305070717399596,-0.48518381338167627,-0.01024072658186781,2024-01-22 10:35:00+00:00,87.206,87.1808115,0.015469119097309969,-0.007407747173359569,108.19274547058157,1.0,REFLEXIVE_BASIS_REPAIR,60,0.015469119097309969,0.013869119097309968,0.9305070717399596,100.67411477133764
BTCUSDT,-1.0,-3.81029002992631,-4.24834790336518,3.3006749657675263,0.5846649698268517,-0.7205427713124128,-0.004468730061395476,2024-01-22 18:55:00+00:00,40459.9,40450.34553191,-0.017246705997790435,0.008138922735844711,53.429470243791634,0.25,REFLEXIVE_BASIS_REPAIR,60,-0.017246705997790435,-0.018846705997790435,0.5846649698268517,31.238339607951104
XRPUSDT,1.0,-2.7011936801353538,-1.6041293741367812,1.838718496055619,0.5390778649555037,-0.48817929840633134,-0.0015080113100848225,2024-01-22 21:30:00+00:00,0.5297,0.52979905,-0.002643005474797233,-0.005286010949593911,7.9672851558987725,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.002643005474797233,-0.004243005474797233,0.5390778649555037,4.294987071333588
ETHUSDT,-1.0,-2.4755523948037412,-2.073485885685408,2.3891274281351977,-0.17170172439938658,2.8508393162524586,0.013983790110642547,2024-01-23 09:30:00+00:00,2232.39,2231.2175,0.002392055151653638,0.0038747709853564904,12.263445918854174,1.0,INDEX_CONFIRMED_DISCOVERY,120,0.0038747709853564904,0.0022747709853564906,2.8508393162524586,34.96111377820524
SOLUSDT,-1.0,-2.3051214538798326,-1.5899790352622596,1.231578191251688,0.6053247967532496,-0.39709347971969616,-0.004301832681349982,2024-01-23 12:25:00+00:00,79.843,79.84940312,0.0019287852410354578,0.00434602908207371,4.513850806571627,0.25,REFLEXIVE_BASIS_REPAIR,60,0.0019287852410354578,0.0003287852410354577,0.6053247967532496,2.7323458220624617
BTCUSDT,1.0,4.1262623942251375,2.9578941710980264,1.5323957192353488,0.9625424618804865,-0.4467511227041562,-0.002246949196401782,2024-01-23 15:20:00+00:00,38943.0,38942.45787234,0.00014123205710914188,0.010769586318465585,18.70296251800475,1.0,REFLEXIVE_BASIS_REPAIR,60,0.00014123205710914188,-0.0014587679428908582,0.9625424618804865,18.002395586538753
ETHUSDT,-1.0,-4.221569400001252,-2.485843794240714,1.5107959794985093,0.6173257869125983,-1.244753032156808,-0.004049157875932741,2024-01-23 19:15:00+00:00,2192.01,2192.45227273,0.0025501708477606577,-0.0036359323178269953,15.854537901255522,0.25,REFLEXIVE_BASIS_REPAIR,60,0.0025501708477606577,0.0009501708477606576,0.6173257869125983,9.78741508602818
XRPUSDT,-1.0,-5.948311717456451,-5.007172696823926,1.8330506393382844,0.7760554891118391,0.060440526604573344,-0.0009678668215253872,2024-01-23 23:40:00+00:00,0.5171,0.5172615,-0.0025140204989363424,0.005414813382324524,54.59599088910519,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.0025140204989363424,-0.004114020498936342,0.7760554891118391,42.36951841299004
BTCUSDT,1.0,-2.126468431901554,-1.8483162294424904,2.0346671341963942,0.4780281346282994,-0.342372568753181,-0.000751297979207366,2024-01-24 01:00:00+00:00,40166.9,40174.56727273,0.010050564021619857,-0.010147658893267852,7.997027451022014,0.75,REFLEXIVE_BASIS_REPAIR,60,0.010050564021619857,0.008450564021619856,0.4780281346282994,3.822804114983357
BTCUSDT,1.0,-3.153703828878179,-2.6451089704379975,1.6153197254388416,0.7705726670122628,-0.3435046433421634,-0.00031414865713907947,2024-01-24 07:30:00+00:00,40095.8,40101.32,0.0037634864499523912,-0.0017183844691963657,13.474819929443644,1.0,REFLEXIVE_BASIS_REPAIR,60,0.0037634864499523912,0.0021634864499523914,0.7705726670122628,10.383327930541379
ETHUSDT,-1.0,-3.656945960591163,1.898801378972804,1.144837198025158,0.49648263729787057,-0.26405712594351993,-0.001045092814195181,2024-01-25 02:00:00+00:00,2212.64,2213.46840909,-0.0015863402993707698,-0.001581820811338508,7.94953660091798,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.0015863402993707698,-0.0031863402993707697,0.49648263729787057,3.9468068969197083
XRPUSDT,1.0,-2.366477217624059,-2.3227711824926756,1.8365002626454991,0.4526597513850613,-0.1786463604442363,-0.00039047247169066157,2024-01-25 07:25:00+00:00,0.512,0.51219331,-0.0011718749999998224,0.0009765625,10.094847252533539,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.0011718749999998224,-0.0027718749999998222,0.4526597513850613,4.569531047602001
SOLUSDT,1.0,2.475373006222507,2.1237861954665838,1.5724874027665046,0.6650749964850022,-0.16160629539440796,-0.0017182709477444602,2024-01-25 11:30:00+00:00,88.89,88.86246295,0.011767352908088724,-0.025548430644616982,8.266822622054224,0.75,REFLEXIVE_BASIS_REPAIR,60,0.011767352908088724,0.010167352908088723,0.6650749964850022,5.49805702630485
XRPUSDT,-1.0,-2.311659900449366,-2.1171925252008434,2.115084900557312,0.7208554698968689,-0.5394957104879853,-0.003548196333530429,2024-01-25 12:40:00+00:00,0.5091,0.50920085,-0.00019642506383810154,-0.0005892751915144157,10.351709988985187,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.00019642506383810154,-0.0017964250638381016,0.7208554698968689,7.462086768346028
BTCUSDT,-1.0,-2.0455086171522603,-1.7149866033722485,2.1839646498811986,0.8341029536559879,-0.3822157165073282,-0.0014839030416244903,2024-01-25 18:40:00+00:00,39886.5,39887.03361702,0.0018703069961014673,0.0006618780790493828,7.661391399169629,1.0,REFLEXIVE_BASIS_REPAIR,60,0.0018703069961014673,0.00027030699610146726,0.8341029536559879,6.390389195161969
SOLUSDT,1.0,2.62496819903395,2.0356636223805853,1.5915025792786845,0.43906120392255843,-0.03225654624648381,-0.0016097190584662968,2024-01-29 03:45:00+00:00,98.616,98.6823813,0.014409426462237418,-0.021730753630242572,8.504277224479571,1.0,REFLEXIVE_BASIS_REPAIR,60,0.014409426462237418,0.012809426462237417,0.43906120392255843,3.733898196671194
BTCUSDT,1.0,2.860064317098577,4.27682968089925,2.2022901623453084,0.7865037097620231,-0.07341810970681464,-0.0009248581576640769,2024-01-30 01:20:00+00:00,43317.9,43334.68638298,-0.004097613226864638,0.00510643406074629,26.938430797464672,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.004097613226864638,-0.005697613226864638,0.7865037097620231,21.1871757573735
ETHUSDT,-1.0,-5.899954733408212,-3.775251777902231,2.5666384804789186,0.7938367602302343,-0.03741343373631683,-0.00103611219491051,2024-01-30 12:35:00+00:00,2309.09,2310.26136364,-0.0028669302625711213,-0.001481102945316115,57.168829651307796,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.0028669302625711213,-0.004466930262571121,0.7938367602302343,45.38271851654834
SOLUSDT,1.0,-2.2371559379626844,-3.56084064606891,1.905694780656236,0.7852479672912838,-1.1844802451589622,-0.004058277636197483,2024-01-30 16:30:00+00:00,103.563,103.57965053,-0.00951111883587763,0.007647518901538142,15.181061521363425,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.00951111883587763,-0.01111111883587763,0.7852479672912838,11.920897700974553
ETHUSDT,1.0,2.811114777297589,2.7332579948871425,1.4808535687479971,0.686338878447788,-0.2890169525807389,-0.0017231741708799708,2024-01-30 18:40:00+00:00,2375.23,2375.73954545,0.001848242064978911,0.0017471992186020024,11.378141267729967,1.0,REFLEXIVE_BASIS_REPAIR,60,0.001848242064978911,0.000248242064978911,0.686338878447788,7.809260716514278
BTCUSDT,-1.0,-3.4711152501547486,-2.2454128182058413,2.9396883822836357,0.39455672873166237,-0.19088086301867058,-0.0013154764403766617,2024-01-30 23:35:00+00:00,42930.6,42958.44957447,-0.0004938202587431162,0.003403166971810312,22.912186052440536,0.75,REFLEXIVE_BASIS_REPAIR,60,-0.0004938202587431162,-0.002093820258743116,0.39455672873166237,9.040157176942158
XRPUSDT,1.0,-2.008080016009832,-1.5425118476057083,1.4678029114086395,-0.1273885488976878,0.48123744982917,0.0009773260359655644,2024-01-31 04:45:00+00:00,0.5121,0.51249557,0.0023432923257176164,-0.0009763718023821921,4.5465007531607196,1.0,INDEX_CONFIRMED_DISCOVERY,120,-0.0009763718023821921,-0.002576371802382192,0.48123744982917,2.187946428097465
SOLUSDT,-1.0,2.646994291627996,3.1755365361563883,2.556180687807411,0.6304599412690917,-0.6483076777534179,-0.002699571896247699,2024-01-31 10:05:00+00:00,99.543,99.54843366,-0.016103593421938345,0.004420200315441658,21.486301621190457,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.016103593421938345,-0.017703593421938345,0.6304599412690917,13.546252458185725
BTCUSDT,-1.0,-2.9011803241107255,-3.3838978532104447,2.214551370045626,0.9031401442247751,-0.08899586548801112,-0.0006182759540209748,2024-01-31 11:05:00+00:00,42402.1,42418.23404255,0.004403083809528363,-0.004030460755481524,21.74091044933855,0.25,REFLEXIVE_BASIS_REPAIR,60,0.004403083809528363,0.0028030838095283632,0.9031401442247751,19.635088998793538
SOLUSDT,1.0,4.857545054100173,2.9550039987782766,1.7750273411850972,0.2213137277430356,0.9579604967196992,0.00970707761638434,2024-01-31 15:35:00+00:00,100.377,100.30642857,-0.0077009673530790135,0.015252498082229948,25.47885793707286,1.0,INDEX_CONFIRMED_DISCOVERY,120,0.015252498082229948,0.013652498082229948,0.9579604967196992,24.407739405248968
ETHUSDT,-1.0,3.6305091207485343,3.9688691966446807,3.142791521849306,0.9673595557172135,-0.16356301119964936,-0.00047020050384793954,2024-01-31 19:25:00+00:00,2319.25,2320.10522727,-0.00474291257949766,0.019946103266142212,45.28453274935744,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.00474291257949766,-0.00634291257949766,0.9673595557172135,43.806425481280016
ETHUSDT,-1.0,-3.7537841119999724,-3.9531841538265398,2.456180811451464,0.2315215561163515,0.6010207624555702,0.004192715322108631,2024-01-31 21:30:00+00:00,2263.46,2265.17022727,0.008084967262509624,-0.01019236036863913,36.44824921032783,1.0,INDEX_CONFIRMED_DISCOVERY,120,-0.01019236036863913,-0.011792360368639131,0.6010207624555702,21.906154530561867
ETHUSDT,-1.0,-2.351090697267067,-1.8625552191712544,2.0360798490455774,0.18267686483919254,1.822063190351404,0.0057633705781037214,2024-02-01 01:25:00+00:00,2251.25,2252.6675,-0.00010216546363128742,-0.0032870627429206767,8.916067464706375,1.0,INDEX_CONFIRMED_DISCOVERY,120,-0.0032870627429206767,-0.0048870627429206765,1.822063190351404,16.24563833013125
BTCUSDT,1.0,3.8100142589453263,3.588109388727578,1.780354646277291,0.7704537243541274,-0.03649035390722542,-0.0005858341970631509,2024-02-01 12:20:00+00:00,42137.4,42147.25510638,0.0023304712678049455,0.0057621020755906915,24.338779601862125,1.0,REFLEXIVE_BASIS_REPAIR,60,0.0023304712678049455,0.0007304712678049454,0.7704537243541274,18.75190339048894
ETHUSDT,1.0,2.0502614523923572,1.6291040958496503,1.3803920211694107,0.9648779462503961,0.015059876476749105,-0.00020441892832279152,2024-02-02 15:10:00+00:00,2298.73,2299.59,-0.008604751319206683,0.00324091998625331,4.610632660648906,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.008604751319206683,-0.010204751319206683,0.9648779462503961,4.448697772521916
BTCUSDT,-1.0,-3.4921281022174115,-1.9208798109241811,2.273121215028956,0.852682146898725,-0.052755894546016056,-0.000667741567726976,2024-02-02 17:50:00+00:00,43009.4,43028.22170213,-0.004043302161853002,0.00026040818983763536,15.248002477446642,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.004043302161853002,-0.005643302161853002,0.852682146898725,13.001699488386281
BTCUSDT,-1.0,-5.082968487467954,-4.369607482073714,2.875635819982635,0.9911283679811722,-0.2644098863589949,-0.00194320832183692,2024-02-04 22:45:00+00:00,42486.5,42502.28765957,0.0012945288503407593,0.000986195615077734,63.86953118897418,1.0,REFLEXIVE_BASIS_REPAIR,60,0.0012945288503407593,-0.0003054711496592408,0.9911283679811722,63.30290421105055
BTCUSDT,1.0,2.6494704102397875,3.0865781565175396,1.0490233234009971,0.8169829389056994,-0.14535164419938962,-0.0009013978709170312,2024-02-05 00:30:00+00:00,42562.1,42580.90829787,0.003632339569711096,-0.003886086447802195,8.578700305870631,1.0,REFLEXIVE_BASIS_REPAIR,60,0.003632339569711096,0.002032339569711096,0.8169829389056994,7.008651787881411
SOLUSDT,1.0,-2.6330311389119783,-2.384984920186941,2.495654803062739,0.7209049358738102,-0.7572290456273756,-0.004179230809924328,2024-02-06 11:55:00+00:00,94.12,94.16863723,0.004781130471738226,-0.003113047173820771,15.67206219661339,0.75,REFLEXIVE_BASIS_REPAIR,60,0.004781130471738226,0.0031811304717382265,0.7209049358738102,11.298066992859942
ETHUSDT,1.0,3.5199200206109893,2.029188026042193,2.506223340667109,0.7121667784840813,-0.15074121520122039,-0.0007472565011316101,2024-02-06 13:35:00+00:00,2340.15,2340.76340909,0.0005427002542571779,0.0008033673055145574,17.900899601959186,0.25,REFLEXIVE_BASIS_REPAIR,60,0.0005427002542571779,-0.0010572997457428221,0.7121667784840813,12.748426001494247
ETHUSDT,-1.0,-5.6996766934897325,-4.879497855115218,1.0159358180450773,0.9758333947996239,-0.486613706517255,-0.0017370480302212332,2024-02-06 23:30:00+00:00,2375.96,2376.85363636,0.004221451539588195,-0.0028451657435308864,28.25476016364195,0.75,REFLEXIVE_BASIS_REPAIR,60,0.004221451539588195,0.0026214515395881948,0.9758333947996239,27.571938529735903
BTCUSDT,-1.0,-3.072032382296439,-2.3188888492498396,2.1123618199063716,0.6495850761657471,0.020329824484609627,-0.00045260375474476255,2024-02-07 11:00:00+00:00,42882.5,42892.48978723,0.0008138518043492304,-0.004057599253774802,15.04783535195643,1.0,REFLEXIVE_BASIS_REPAIR,60,0.0008138518043492304,-0.0007861481956507696,0.6495850761657471,9.77484927323024
BTCUSDT,1.0,2.871662789270556,2.1723890654273417,2.542051932348542,0.8900514359468712,-0.20384815545656204,-0.0008109014559471994,2024-02-07 17:35:00+00:00,43496.5,43510.97425532,-0.0008598392974148439,-0.0012828618394583602,15.858257572066181,1.0,REFLEXIVE_BASIS_REPAIR,60,-0.0008598392974148439,-0.0024598392974148437,0.8900514359468712,14.114664923632848
BTCUSDT,-1.0,-3.041934621972126,-2.16572279142054,1.1634646603758205,0.6513417005439771,-0.6207432428451011,-0.0017239134631354958,2024-02-08 01:10:00+00:00,44626.6,44648.91659574,-0.0013422487933205662,-0.000638632564434749,7.664890221350061,0.75,REFLEXIVE_BASIS_REPAIR,60,-0.0013422487933205662,-0.002942248793320566,0.6513417005439771,4.99246263125705
BTCUSDT,-1.0,-3.302949760568104,-2.87991919253035,2.4973897415574133,0.7582284745875694,-0.18287174745013832,-0.0007449508265140459,2024-02-08 02:15:00+00:00,44599.9,44620.86723404,0.0007578492328457198,0.0010627826519791217,23.755741644050726,1.0,REFLEXIVE_BASIS_REPAIR,60,0.0007578492328457198,-0.0008421507671542803,0.7582284745875694,18.01227974946498
BTCUSDT,-1.0,-3.5565049357836345,-2.7964016969237933,2.8182157793995772,0.571997616213715,-0.708910277373832,-0.0015263846489315114,2024-02-08 14:40:00+00:00,45011.4,45036.75574468,0.0073336976854752045,-0.004634381512239161,28.02832953698418,1.0,REFLEXIVE_BASIS_REPAIR,60,0.0073336976854752045,0.005733697685475205,0.571997616213715,16.03213768160741
XRPUSDT,1.0,2.6295737200969866,1.6510833180992321,2.41328245404215,0.8142973527637588,0.23100771580640994,0.0,2024-02-08 18:05:00+00:00,0.5153,0.51549891,-0.002716863962740179,-0.0007762468464971306,10.477616431318197,0.25,REFLEXIVE_BASIS_REPAIR,60,-0.002716863962740179,-0.004316863962740179,0.8142973527637588,8.53189532329647
BTCUSDT,-1.0,-2.6788888445918677,-1.734476440380291,1.7527933665929885,0.8415563005001426,0.050549709259221094,-0.0002138773314284137,2024-02-08 20:30:00+00:00,45362.8,45378.30914894,0.0018274886029960857,0.0010272734487289936,8.144301070769423,1.0,REFLEXIVE_BASIS_REPAIR,60,0.0018274886029960857,0.00022748860299608565,0.8415563005001426,6.853887879276066
BTCUSDT,1.0,3.170029967896077,1.990999782665895,2.5620717697471056,-1.9891096566350712,1.276220215436871,0.0027255377139099313,2024-02-09 11:50:00+00:00,47128.0,47093.16136364,-0.005589034119843905,0.007560261415718861,16.170590216233975,1.0,INDEX_CONFIRMED_DISCOVERY,120,0.007560261415718861,0.005960261415718861,1.276220215436871,20.637234129503483
ETHUSDT,1.0,-5.344674665113184,-3.63723529982005,2.837452008826854,0.8898093770656172,-0.4861101552702091,-0.0014285997738050504,2024-02-09 18:30:00+00:00,2516.35,2517.1804878,0.011119279909392543,-0.010153595485524525,55.159611237638586,1.0,REFLEXIVE_BASIS_REPAIR,60,0.011119279909392543,0.009519279909392542,0.8898093770656172,49.08153931454481
SOLUSDT,1.0,2.449518455279881,1.9422623111103177,1.692564310877093,0.05311250122636024,0.9498028809832423,0.004682983938828489,2024-02-10 02:10:00+00:00,109.844,109.81378131,0.0008921743563599094,0.0011652889552455914,8.052556449883545,0.75,INDEX_CONFIRMED_DISCOVERY,120,0.0011652889552455914,-0.0004347110447544087,0.7123521607374317,5.736255986534685
BTCUSDT,1.0,4.12038342757641,3.36901441690933,1.6688226028523012,0.5751266397470012,0.017939453101543455,-0.0002725624675143923,2024-02-10 13:55:00+00:00,47315.7,47323.45386364,0.00126807803752238,9.721931621009539e-05,23.165979862121887,0.75,REFLEXIVE_BASIS_REPAIR,60,0.00126807803752238,-0.00033192196247762017,0.5751266397470012,13.323372154548858
BTCUSDT,1.0,3.5788056536783848,2.1273533138662626,2.58869820756506,0.11007700466601056,0.33693377141936093,0.0012229847382976278,2024-02-12 15:05:00+00:00,48874.7,48859.97068182,-0.01957659075145224,0.017510081903316044,19.708753687840556,1.0,INDEX_CONFIRMED_DISCOVERY,120,0.017510081903316044,0.015910081903316043,0.33693377141936093,6.640544710019356
BTCUSDT,1.0,10.455138161259166,8.602254599538059,3.328258867518545,0.7114296969940681,-0.2409827253545002,-0.0026715881883480064,2024-02-12 17:25:00+00:00,49986.1,49970.60909091,-0.0002300639577803576,-0.0042831907270221015,299.3361483647056,0.5,REFLEXIVE_BASIS_REPAIR,60,-0.0002300639577803576,-0.0018300639577803577,0.7114296969940681,212.9566253304739
SOLUSDT,-1.0,2.060347092609075,-2.4302003437637074,1.5377987086644098,-0.08872594619846907,1.1494345672470545,0.003974289335506032,2024-02-12 19:50:00+00:00,110.021,109.97466279,0.004680924550767518,-0.00406286072658868,7.699844578148039,1.0,INDEX_CONFIRMED_DISCOVERY,120,-0.00406286072658868,-0.0056628607265886794,1.1494345672470545,8.85046752055317
ETHUSDT,1.0,2.5610231436891593,-2.846042599194267,2.357205364368816,-0.811074846282853,2.24789384281509,0.004501462975466941,2024-02-13 00:10:00+00:00,2677.8,2676.58439024,0.0044066024348345945,-0.0015647173052506513,17.181153589138592,1.0,INDEX_CONFIRMED_DISCOVERY,120,-0.0015647173052506513,-0.003164717305250651,2.24789384281509,38.62140936548503
BTCUSDT,1.0,2.0065035085063543,1.8204880011112854,1.7488943638156265,-0.31390065644652143,0.8571300874095377,0.0031014029275271415,2024-02-13 15:25:00+00:00,48806.3,48775.9412766,0.0023398618620957823,-0.004224864412995966,6.388388547431597,1.0,INDEX_CONFIRMED_DISCOVERY,120,-0.004224864412995966,-0.0058248644129959655,0.8571300874095377,5.475680034066134
XRPUSDT,1.0,2.5467967252960353,3.228092662861913,1.5438334958791673,0.5226163009402026,-0.18047818350183126,-0.0009512937595128612,2024-02-14 04:00:00+00:00,0.5251,0.5248435,0.0005713197486192367,-0.004760997905161046,12.692311870660319,1.0,REFLEXIVE_BASIS_REPAIR,60,0.0005713197486192367,-0.0010286802513807633,0.5226163009402026,6.633209080223919
