variant,scenario_id,ts_event_ns,client_order_id,order_side,last_price,last_quantity,native_commission,extra_cost_to_composite_model,composite_cost_rate
baseline,opening-drive-c4e3a9e9e3b84d704a,1688864520000000000,O-20230709-010200-09-000-226,1,30374.4,10.349,56.58203981,179.17645939,0.00075
baseline,opening-drive-c4e3a9e9e3b84d704a,1688866800000000000,O-20230709-010200-09-000-227,2,30308.6,10.349,56.45946625,178.7883098,0.00075
baseline,opening-drive-34b34a35913a5aa66e,1692031800000000000,O-20230814-165000-09-000-229,1,29684.8,17.083,91.27897891,289.0500998899999,0.00075
baseline,opening-drive-34b34a35913a5aa66e,1692031980000000000,O-20230814-165000-09-000-230,2,29663.900000000005,17.083,91.21471267,288.846590105,0.00075
baseline,opening-drive-5e4c135978d1c4e573,1692378480000000000,O-20230818-170800-09-000-232,2,25689.0,3.759,17.38169118,55.04202207,0.00075
baseline,opening-drive-5e4c135978d1c4e573,1692379860000000000,O-20230818-170800-09-000-233,1,25938.5,3.759,17.55050787,55.57660825499999,0.00075
baseline,opening-drive-c47b64de09dec3fef3,1692464400000000000,O-20230819-170000-09-000-235,1,26240.1,15.622,73.7861116,233.65602004999997,0.00075
baseline,opening-drive-c47b64de09dec3fef3,1692464520000000000,O-20230819-170000-09-000-236,2,26212.2,15.622,73.70765791,233.40758339000004,0.00075
baseline,opening-drive-6185c077eb5779b235,1693185240000000000,O-20230828-011400-09-000-238,2,26001.2,17.127,80.15805943,253.83385487,0.00075
baseline,opening-drive-6185c077eb5779b235,1693185660000000000,O-20230828-011400-09-000-239,1,26021.7,17.127,80.22125806,254.033983865,0.00075
baseline,opening-drive-f6f9a9188849bf7636,1694367360000000000,O-20230910-173600-09-000-241,2,25683.3,16.1,74.4302034,235.69564409999998,0.00075
baseline,opening-drive-f6f9a9188849bf7636,1694367960000000000,O-20230910-173600-09-000-242,1,25706.2,16.1,74.4965676,235.90579740000004,0.00075
baseline,opening-drive-f720fb78bda5a52b11,1694599080000000000,O-20230913-095800-09-000-244,1,26158.4,8.739,41.14768637,130.30100683000003,0.00075
baseline,opening-drive-f720fb78bda5a52b11,1694600820000000000,O-20230913-095800-09-000-245,2,26087.8,8.739,41.03663116,129.94933199000002,0.00075
baseline,opening-drive-2684112c7cd30a4deb,1694973600000000000,O-20230917-180000-09-000-247,2,26465.6,16.959,80.78941987,255.83316293,0.00075
baseline,opening-drive-2684112c7cd30a4deb,1694973840000000000,O-20230917-180000-09-000-248,1,26480.8,16.959,80.8358197,255.9800957,0.00075
baseline,opening-drive-920f44a171fc853b9c,1695664200000000000,O-20230925-175000-09-000-250,1,26321.6,12.341,58.47027581,185.15587338999998,0.00075
baseline,opening-drive-920f44a171fc853b9c,1695668640000000000,O-20230925-175000-09-000-251,2,26287.9,12.341,58.3954153,184.91881512499998,0.00075
baseline,opening-drive-048e24e10b21161c17,1696262880000000000,O-20231002-160800-09-000-253,2,27853.2,5.311,26.62710214,84.31915676,0.00075
baseline,opening-drive-048e24e10b21161c17,1696263180000000000,O-20231002-160800-09-000-254,1,27976.2,5.311,26.74468768,84.69151097000001,0.00075
baseline,opening-drive-6068dfe83040a564ec,1696585680000000000,O-20231006-094800-09-000-256,1,27678.5,10.913,54.36998469,172.171618185,0.00075
baseline,opening-drive-6068dfe83040a564ec,1696590180000000000,O-20231006-094800-09-000-257,2,27642.2,10.913,54.29867915,171.94581730000002,0.00075
baseline,opening-drive-e21119eaa187ae6eab,1696869840000000000,O-20231009-164400-09-000-259,2,27267.0,5.004,24.55993224,77.77311876,0.00075
baseline,opening-drive-e21119eaa187ae6eab,1696870620000000000,O-20231009-164400-09-000-260,1,27390.6,5.004,24.67126123,78.12566056999998,0.00075
baseline,opening-drive-f5354fd146467df994,1697158080000000000,O-20231013-004800-09-000-262,1,26822.0,12.057,58.21071372,184.33392677999998,0.00075
baseline,opening-drive-f5354fd146467df994,1697158260000000000,O-20231013-004800-09-000-263,2,26795.9,12.057,58.15406993,184.15455479500002,0.00075
baseline,opening-drive-d66d5df7a073fe31c7,1697392740000000000,O-20231015-175900-09-000-265,1,26970.3,14.38,69.80992452,221.06476098,0.00075
baseline,opening-drive-d66d5df7a073fe31c7,1697393340000000000,O-20231015-175900-09-000-266,2,26956.8,12.404,60.1869865,190.59212390000002,0.00075
baseline,opening-drive-d66d5df7a073fe31c7,1697393340000000000,O-20231015-175900-09-000-266,2,26956.7,1.976,9.58795906,30.361870340000003,0.00075
baseline,opening-drive-750d5a89d71789fd28,1698079980000000000,O-20231023-165300-09-000-268,1,31142.700000000004,3.13,17.54579718,55.56169107,0.00075
baseline,opening-drive-750d5a89d71789fd28,1698082140000000000,O-20231023-165300-09-000-269,2,30949.100000000002,3.13,17.43672294,55.21628931,0.00075
baseline,opening-drive-82704274ad841d0c20,1698339300000000000,O-20231026-165500-09-000-271,2,33777.0,5.507,33.48178902,106.02566522999999,0.00075
baseline,opening-drive-82704274ad841d0c20,1698340020000000000,O-20231026-165500-09-000-272,1,33858.700000000004,5.507,33.56277496,106.282120715,0.00075
baseline,opening-drive-acbc22f3670fec6a71,1700127840000000000,O-20231116-094400-09-000-274,2,37319.100000000006,6.945,46.65260691,147.733255215,0.00075
baseline,opening-drive-acbc22f3670fec6a71,1700128440000000000,O-20231116-094400-09-000-275,1,37364.899999999994,6.945,46.70986149,147.91456138499998,0.00075
baseline,opening-drive-54f333dd72d6135cc8,1701187800000000000,O-20231128-161000-09-000-277,1,37647.299999999996,4.928,33.39466099,105.74975981,0.00075
baseline,opening-drive-54f333dd72d6135cc8,1701187920000000000,O-20231128-161000-09-000-278,2,37564.5,4.928,33.32121408,105.51717792,0.00075
