symbol,side,ts,root_ts,source,scale,entry,stop,target,rr,root_low,root_high,entry_kind,pool,shift,delivery_minutes,flow,accepted_pools,rejected_pools,shift_ts,origin_ts,relative_strength,market_direction,market_breadth,episode
ETHUSDT,1,1739474100000000000,1739470200000000000,1739458800000000000,60.0,2632.84,2610.7099999999996,2661.23,1.2828739267961657,2631.78,2632.84,limit,2612.08,2646.92,70,0.05183801536094479,0,0,1739473500000000000,1739472900000000000,0.3992058118101809,1.367920202453658,1.0,140
ETHUSDT,1,1739644800000000000,1739638200000000000,1739634300000000000,15.0,2689.89,2677.3399999999997,2703.1,1.0525896414342506,2687.68,2689.89,limit,2682.3,2695.51,115,0.03706656085429261,0,0,1739644500000000000,1739643600000000000,0.14386593483045085,0.6075584214313214,1.0,165
ETHUSDT,-1,1739674800000000000,1739665200000000000,1739663100000000000,15.0,2697.09,2705.01,2686.0,1.4002525252525309,2697.09,2697.14,limit,2697.0,2688.4,165,0.05705285449935027,0,1,1739674500000000000,1739673000000000000,0.509564555202384,0.9006847519323802,1.0,170
ETHUSDT,-1,1739715000000000000,1739699700000000000,1739695500000000000,15.0,2703.8,2711.88,2674.61,3.612623762376277,2703.8,2706.03,limit,2704.06,2688.0,260,0.07369882914658732,0,4,1739714700000000000,1739712900000000000,0.06644702759210624,0.43067806457849767,0.75,175
ETHUSDT,-1,1739745600000000000,1739742300000000000,1739736000000000000,15.0,2680.42,2688.5400000000004,2662.27,2.2352216748767635,2680.42,2685.0,limit,2687.0,2668.21,60,0.06644602522325982,0,0,1739745300000000000,1739744100000000000,0.16829153003840247,1.2059681447341424,1.0,184
SOLUSDT,1,1739196300000000000,1739184300000000000,1739180700000000000,15.0,203.97,202.33,208.9,3.006097560975639,203.43,203.97,limit,203.61,205.25,205,0.02012130105323684,3,2,1739195400000000000,1739194800000000000,0.4386708382283606,0.8472379743790348,1.0,98
SOLUSDT,-1,1739242200000000000,1739237400000000000,1739214900000000000,15.0,203.86,204.57,200.26,5.070422535211446,203.86,203.98,limit,203.32,201.6,85,0.13728794210079898,0,0,1739241300000000000,1739238600000000000,0.5941130044940313,-1.0989898149470922,0.0,106
SOLUSDT,-1,1739330400000000000,1739309400000000000,1739306700000000000,15.0,196.66,199.31,193.65,1.1358490566037678,196.66,197.08,limit,197.65,195.5,355,0.019386347816598426,1,0,1739329500000000000,1739328000000000000,0.11194839165307646,0.33638669683636524,1.0,116
SOLUSDT,1,1739337900000000000,1739334600000000000,1739330100000000000,15.0,194.24,193.26000000000002,196.07,1.8673469387755135,194.17,194.24,limit,193.65,195.56,60,0.07054266281451604,0,0,1739337600000000000,1739336100000000000,0.08609869043420781,0.7080472585588768,1.0,120
SOLUSDT,1,1739346000000000000,1739343600000000000,1739138400000000000,15.0,193.97,193.0,196.08,2.1752577319587796,193.49,193.97,limit,193.22,195.7,45,0.09045920074656055,0,0,1739345700000000000,1739343300000000000,-0.0089593770638976,1.1638548303356173,1.0,121
SOLUSDT,-1,1739367900000000000,1739366700000000000,1739322000000000000,15.0,197.59,198.5,189.29,9.120879120879168,197.59,198.16,limit,198.45,196.2,25,0.0691446314671248,4,2,1739367300000000000,1739366700000000000,0.32482385351653065,4.2149899438219,1.0,125
SOLUSDT,-1,1739422800000000000,1739419500000000000,1739401200000000000,60.0,196.85,198.41,195.1,1.1217948717948703,196.85,196.99,limit,198.32,196.71,60,0.12218003017155454,0,0,1739421300000000000,1739421000000000000,-0.2133236443707447,1.342556067487417,1.0,132
SOLUSDT,1,1739493300000000000,1739487600000000000,1739484900000000000,15.0,194.42,193.60000000000002,195.76,1.6341463414634891,194.28,194.42,limit,194.03,194.93,100,-0.04428513724202232,0,1,1739492700000000000,1739491800000000000,0.2579749432927856,0.9112950993046887,1.0,145
SOLUSDT,-1,1739691300000000000,1739685000000000000,1739667600000000000,60.0,195.62,196.19,192.75,5.035087719298314,195.62,195.88,limit,195.41,194.18,110,0.12475785569181563,0,0,1739689800000000000,1739687400000000000,0.15724725361604563,1.0446321406556327,1.0,172
XRPUSDT,-1,1739151000000000000,1739146200000000000,1739134800000000000,60.0,2.4126,2.4356000000000004,2.37,1.852173913043421,2.4126,2.4169,limit,2.4217,2.3746,85,0.09567492856043425,0,0,1739150700000000000,1739148300000000000,-0.34698776098830997,0.8606797243513267,1.0,96
XRPUSDT,1,1739196300000000000,1739184300000000000,1739180700000000000,15.0,2.4204,2.4038999999999997,2.472,3.1272727272726986,2.4169,2.4204,limit,2.4239,2.4408,205,-0.008161416912419561,0,2,1739195400000000000,1739194800000000000,-0.12052999507461393,0.8472379743790348,1.0,98
XRPUSDT,1,1739235000000000000,1739217000000000000,1739212200000000000,15.0,2.4225,2.4069999999999996,2.4589,2.3483870967741485,2.4195,2.4225,limit,2.4223,2.4446,305,-0.011002298114045628,1,0,1739234400000000000,1739232300000000000,0.25257057786207615,0.9192532365254338,1.0,104
XRPUSDT,1,1739250600000000000,1739240400000000000,1739237400000000000,15.0,2.4426,2.4301,2.4989,4.50399999999992,2.4412,2.4426,limit,2.4408,2.467,175,0.10323013278693605,2,2,1739249700000000000,1739247300000000000,0.7241206099867725,1.2757733493281038,1.0,107
XRPUSDT,1,1739520900000000000,1739511300000000000,1739509200000000000,15.0,2.5738,2.5366999999999997,2.6282,1.4663072776280333,2.5734,2.5738,limit,2.5641,2.5878,165,0.02515601029415948,2,0,1739520300000000000,1739519400000000000,2.5494538595996534,0.09480563701731909,0.5,149
XRPUSDT,1,1739685300000000000,1739674200000000000,1739672100000000000,15.0,2.7836,2.7653,2.8049,1.1639344262295146,2.7794,2.7836,limit,2.7734,2.7925,190,-0.03647082077664632,0,2,1739684700000000000,1739683200000000000,-0.8578036023144394,1.3668766394821317,1.0,171
