symbol,side,ts,root_ts,source,entry,stop,target,root_low,root_high,scale,sweep,deep_sweep,body_ratio,displacement,impulse_flow,impulse_volume,trend_hour,eff_hour,trend_fourhour,eff_fourhour,rr,risk_atr,range_location,response_eff,pullback_volume,pullback_flow,test_flow,test_volume,retest_depth,retest_age,return_speed,micro_strength,episode,entry_fill,exit_fill,entry_ts,exit_ts,reason,net_r,unit_risk,hold_minutes,fee_r,funding_r,censored
ETHUSDT,-1,1763688540000000000,1763683200000000000,1763679600000000000,2875.75,2904.84,2825.62,2877.96,2885.07,60.0,0.0,0.0,7.327707454289652,0.8791583085144443,0.10108483201179086,1.1304701404515898,-0.38808810862629217,-0.11048064085446761,-0.2532538714902683,-0.017254233677707776,1.723272602268816,0.5684533272879568,0.36712536295922127,-0.2414675767917787,3.7741118372380686,-0.27531035018348105,0.1512021303299174,0.7803334742059416,0.3672052511991928,1.4833333333333334,0.009392946856666752,0.6916666666667108,135,2875.1848480000003,2825.62,1763688540000000001,1763691540000000000,target,1.4353433962813122,33.13641300000015,49.99999999998333,0.06043854004354639,0.0,0
ETHUSDT,1,1763789220000000000,1763787600000000000,1763786700000000000,2732.19,2725.2299999999996,2748.99,2733.18,2735.35,15.0,0.0,0.0,6.087557603686449,0.7006271069154952,0.3157263892516866,1.193924810403924,-0.24664610370146084,-0.03513049760678913,-2.352331734530713,-0.085150332797797,2.413793103448066,0.4412999696047159,0.11962134251291273,-0.25675130995568274,1.7204686184392721,-0.19062000091379597,0.1005292053990842,0.6270160100167465,0.2929292929293109,1.8,0.0333699051089963,0.762376237623694,153,2732.736438,2748.99,1763789220000000001,1763792580000000000,target,1.3299756739998576,10.78019400000049,55.99999999998333,0.17774876954903712,0.0,0
ETHUSDT,1,1763890140000000000,1763888400000000000,1763887500000000000,2807.11,2801.87,2814.5,2802.35,2805.64,15.0,0.0,0.0,2.3252279635258892,0.356876402270886,0.12199872338115703,1.1648073455215193,0.20872358389697196,0.03140007388253498,-1.292449172444292,-0.04904183619592412,1.4103053435113624,0.4289065018118056,0.5686205064636133,-0.04949874686716835,1.1214396755260345,0.04730097828341258,-0.15152268489745183,0.4240937008028791,0.41488519398259627,1.9333333333333333,0.008157013623558883,0.7500000000006559,168,2807.671422,2814.5,1763890140000000001,1763890920000000000,target,0.5304048214293097,9.166286000000238,12.999999999983334,0.21456189682494622,0.0,0
SOLUSDT,1,1763356440000000000,1763353800000000000,1763352900000000000,140.04,139.60000000000002,140.76,139.83,140.22,15.0,0.0,0.0,2.128205128205162,0.5291005347638724,0.12907236568234692,1.0634376709885338,0.2939447415354921,0.061425061425096704,1.2110523351262288,0.04907098618391201,1.636363636363748,0.5173427451024301,0.7482517482517473,-0.30864197530874943,0.9477091482730597,-0.17911767910750045,0.1748617530174978,0.3372141813867666,0.37931034482757015,2.933333333333333,0.016835017015214428,0.6000000000000568,86,140.068008,140.76,1763356440000000001,1763358720000000000,target,0.9340273127088528,0.6357479999999693,37.99999999998333,0.15444170331641582,0.0,0
SOLUSDT,1,1763522640000000000,1763521200000000000,1763517600000000000,140.77,139.70000000000002,142.75,140.3,141.06,60.0,0.0,0.0,2.3552631578947545,0.53489702261869,0.10161433518339513,0.8954956307489369,0.0,0.0,-0.07789762465319539,-0.005031868500502894,1.8504672897196284,0.5556697225262078,0.44225352112676525,-0.3518518518517973,1.4974953068675294,-0.07562768748405305,0.22478621046046263,0.9036317205824779,0.3508196721311473,0.4,0.02856246237284249,0.43333333333343754,114,140.808156,139.67206000000002,1763522640000000001,1763523480000000000,stop,-1.0079024550491915,1.2663289999999932,13.999999999983334,0.11074539712823504,0.0,0
SOLUSDT,-1,1763583360000000000,1763577000000000000,1763576100000000000,131.9,132.44,130.44,132.12,132.26,15.0,0.0,0.0,10.285714285715272,1.0661445870049322,0.1568439598567919,1.1523259565874007,-0.43134093978062155,-0.09028960817719492,2.4822450308129915,0.09860976398320014,2.7037037037037583,0.4394794480783617,0.6769911504424768,1.0000000000007105,1.759747355741377,-0.10571681699330679,-0.10571681699331123,1.759747355740992,0.269999999999996,7.066666666666666,0.008368843438249875,0.36363636363629315,123,131.87362000000002,132.466488,1763583360000000001,1763584080000000000,stop,-1.0000000744788404,0.7250379999999921,11.999999999983334,0.18229396804029782,0.0,0
SOLUSDT,1,1763597520000000000,1763596800000000000,1763595900000000000,136.48,136.14000000000001,136.98,136.21,136.48,15.0,0.0,0.0,2.814814814815076,0.46972342105968423,0.20788489367952923,0.5700474235410234,-0.2446476151352429,-0.04725897920605557,4.481944309277635,0.14539682539683435,1.4705882352942259,0.3327207565839059,0.9054820415879016,-0.37931034482778053,1.082444922924183,-0.09395074248841058,-0.14094868745569694,0.7458016191024203,0.40476190476188706,0.8,0.039143618421640346,0.5294117647058528,124,136.507296,136.98,1763597520000000001,1763597880000000000,target,0.7103055795220556,0.530833999999975,5.999999999983333,0.18018749364208866,0.0,0
SOLUSDT,1,1763667720000000000,1763667000000000000,1763666100000000000,132.51,131.49,133.63,132.11,132.47,15.0,0.0,0.0,3.0833333333334187,0.5056150325049197,0.011154883044742547,0.7701658763586021,-0.2561782831358229,-0.040084388185654414,-4.840421244513769,-0.14234734337827631,1.0980392156862986,0.6876364442066786,0.1612200435729835,-0.6000000000000227,0.6545082469216047,-0.2950683566574692,-0.28523784590448287,0.5240712408113212,0.47663551401868615,0.8,0.039887408119833004,0.33333333333328824,133,132.5265,133.63,1763667720000000001,1763668560000000000,target,0.8387373422974868,1.2047999999999819,13.999999999983334,0.07718231241699983,0.0,0
SOLUSDT,1,1763669760000000000,1763668800000000000,1763667900000000000,132.83,132.29000000000002,134.37,132.68,133.21,15.0,0.0,0.0,2.1320754716981,0.41920715543007514,-0.006015141312220584,0.6532705288008829,0.42607940387976195,0.07434052757794095,-0.9002645469072144,-0.028361117124918914,2.851851851851879,0.3711014162823651,0.5217391304347876,-0.4782608695649756,1.0563527072483547,-0.05017210893652031,0.07641476465595878,0.6101770718703473,0.25961538461538275,1.0666666666666667,0.04252203728235413,0.6000000000000227,134,132.85656600000002,134.37,1763669760000000001,1763670180000000000,target,1.9572257891574305,0.725583999999992,6.999999999983333,0.12858922330150754,0.0,0
SOLUSDT,1,1763714340000000000,1763712900000000000,1763712000000000000,127.66,126.28,129.33,127.43,127.82,15.0,0.0,0.0,3.4102564102565616,0.493819271689972,0.036887786071951645,3.1474927546020073,0.6133755164148977,0.07930107526881612,-1.4970521078600962,-0.0641711229946515,1.2101449275362475,0.7173374683496283,0.55195344970906,-0.41818181818186,1.0705877508355999,-0.18002484910054353,0.2670777109153276,0.5614142227341682,0.45245901639343944,1.6,0.024041201384906393,0.3783783783783753,140,127.685532,126.254744,1763714340000000001,1763718000000000000,stop,-1.0000000885888547,1.5577579999999953,60.99999999998333,0.08150825609626168,0.0,0
SOLUSDT,1,1763893140000000000,1763891100000000000,1763890200000000000,129.69,129.39000000000001,131.12,129.57,129.68,15.0,0.0,0.0,7.272727272726474,1.162125420247304,0.32607657644296006,3.198071176063136,0.0,0.0,-0.7073806905853446,-0.023999999999990307,4.766666666666961,0.5052719218466268,0.5401929260450159,-0.11111111111093566,1.159591786446845,-0.0680121075909681,0.5176705221713476,0.9958651593616293,0.17341040462426863,2.2666666666666666,0.03368479478977738,0.7272727272726803,168,129.72593999999998,129.364122,1763893140000000001,1763894160000000000,stop,-1.020789251614166,0.48135599999998296,16.999999999983334,0.26912520255279787,0.0,0
SOLUSDT,1,1763935740000000000,1763935200000000000,1763934300000000000,132.65,132.36,133.5,132.47,132.6,15.0,0.0,0.0,4.615384615384733,0.6467596603608972,0.2150073582555272,1.2840530323974453,1.068559438857143,0.15573770491798972,1.1247994093232958,0.03714020427111232,2.9310344827586814,0.4077397858796778,0.593301435406702,-0.06666666666646456,1.2975305321211295,0.017691156530976516,0.06753467894841494,0.9580341385571708,0.2543859649122768,0.6,0.06405107747535291,0.17647058823528428,178,132.67653,132.33352800000003,1763935740000000001,1763935800000000000,stop,-1.000000060987519,0.4755069999999921,0.9999999999833333,0.27866052234773037,0.0,0
XRPUSDT,1,1763354460000000000,1763353800000000000,1763352900000000000,2.2553,2.2493999999999996,2.2668,2.251,2.2564,15.0,0.0,0.0,2.4074074074072582,0.5669897868482225,0.12137166782186504,1.1751646736762162,0.27603450149193137,0.04786545924969469,1.1414399656287078,0.04096385542168952,1.9491525423727027,0.44016312400065094,0.7392290249433131,-0.43750000000027756,0.9320539701499309,0.04594654983589238,0.11716351051708604,0.8519377844093303,0.33908045977013546,0.7333333333333333,0.05900491800932566,0.6551724137930295,86,2.25585108,2.2489501199999995,1763354460000000001,1763355360000000000,stop,-1.0110535065152915,0.00905329000000046,14.999999999983334,0.24879359879114502,0.0,0
XRPUSDT,-1,1763376180000000000,1763375400000000000,1763374500000000000,2.2716,2.2775000000000003,2.2649,2.2727,2.2769,15.0,0.0,0.0,2.333333333333298,0.630741982286255,0.11196123884234699,0.7272544097034955,0.4167402382963176,0.05826771653543928,-1.948542195277201,-0.06928313976772164,1.1355932203388823,0.6645317313373768,0.3900000000000057,-0.018867924528251298,0.8635001048940031,-0.04164122823749269,0.38923359513407046,0.6078032977683323,0.46825396825399035,0.8666666666666667,0.03898817198197888,0.8000000000001777,86,2.27124566,2.2649,1763376180000000001,1763381520000000000,target,0.5236529522685437,0.00908437000000046,88.99999999998333,0.17487209679921883,0.0,0
XRPUSDT,1,1763458140000000000,1763455500000000000,1763454600000000000,2.1736,2.1637,2.1987,2.1681,2.1712,15.0,0.0,0.0,8.2903225806455,1.1888709210083233,0.05197880994179793,1.867773232963188,0.24724306764332976,0.04355885078776608,0.40505779167096473,0.01705426356589136,2.5353535353535426,0.5207885892912537,0.6657789613848184,0.41463414634136037,0.7136511565729436,0.08476927279005449,0.518455819237623,0.4874882470204757,0.28285714285714225,2.933333333333333,0.024150435040595275,0.7647058823529719,102,2.17413474,2.1987,1763458140000000001,1763464320000000000,target,1.7809413053847027,0.01293611000000002,102.99999999998333,0.11802677698318874,0.0,0
XRPUSDT,-1,1763476260000000000,1763474400000000000,1763470800000000000,2.1795,2.1946000000000003,2.149,2.1828,2.1862,60.0,0.0,0.0,5.147058823529327,0.48772037032644233,0.18964830479907813,1.2298575105565015,-0.4877203703264576,-0.0959459459459568,0.16486322377231832,0.011555127587868148,2.0198675496688274,0.518632224783772,0.41793893129771054,-0.026548672566391852,4.95426380412617,-0.3271398943750244,0.03201549458580476,4.543692984826757,0.3311403508771981,0.5166666666666667,0.012076674322031496,0.1477272727272756,107,2.1790641,2.1950389200000004,1763476260000000001,1763476380000000000,stop,-1.0000000831412152,0.018161870000000337,1.9999999999833333,0.12041995180011529,0.0,0
XRPUSDT,1,1763605560000000000,1763604900000000000,1763604000000000000,2.1286,2.1222,2.1379,2.1259,2.1276,15.0,0.0,0.0,4.352941176470543,0.4561879531619174,-0.0434988012552614,1.0009763821668798,0.21994776313163938,0.032335329341323035,4.211592353298534,0.1394658753709371,1.4531249999999718,0.521357660756508,0.8475409836065558,0.20000000000011842,1.069575646394254,-0.36072412017863675,0.37679350922712523,0.5171460286988127,0.4076433121019155,0.7333333333333333,0.03406598351533858,0.5263157894736227,124,2.12902572,2.12177556,1763605560000000001,1763606640000000000,stop,-1.0000000682625583,0.009375560000000184,17.999999999983334,0.22669586030060698,0.0,0
XRPUSDT,-1,1763772000000000000,1763771400000000000,1763770500000000000,1.9474,1.9572,1.9302,1.9501,1.9532,15.0,0.0,0.0,6.61290322580622,0.952486305040194,0.2050018259987394,0.6683170509766179,-0.299352838726924,-0.04820333041191667,-0.5170639941646847,-0.016536118363794497,1.7551020408163316,0.5333923308225149,0.26132930513595043,0.09999999999993783,1.0004150596769055,-0.05294068012421432,-0.14739257290907626,0.9349920011594138,0.36296296296296227,0.6666666666666666,0.08055312751197097,0.534883720930229,152,1.94701052,1.95759144,1763772000000000001,1763775180000000000,stop,-1.0000000781921934,0.01253322000000003,52.99999999998333,0.1557701037722146,0.0,0
XRPUSDT,1,1763892420000000000,1763891100000000000,1763890200000000000,2.0428,2.0366,2.0508,2.0408,2.0438,15.0,0.0,0.0,3.066666666666509,0.5405399466176594,0.08131827712948314,0.8516321132158874,0.4375799567857352,0.06901217861976275,-0.9352199076400738,-0.035332252836297644,1.2903225806451197,0.5319599474650181,0.7183462532299761,-0.5,1.7037264199861164,-0.2509460694091864,0.20014338263533868,1.427013373264554,0.43661971830986707,1.4666666666666666,0.028469997188375586,0.3142857142857179,168,2.04320856,2.03619268,1763892420000000001,1763893200000000000,stop,-1.0000000684660475,0.009055580000000205,12.999999999983334,0.22524240523522007,0.0,0
