variant,scenario_id,branch,side,signal_observed_ns,opened_ns,closed_ns,entry_reference,stop_price,target_price,planned_loss,gross_realized_pnl,native_net_realized_pnl,native_commissions,extra_composite_cost,net_pnl,realized_r,nav_before,nav_after,net_reward_to_risk_at_signal,reason_code
baseline,session-sweep-40bfd1d1293a75f85c,REVERSAL,BUY,1649693580000000000,1649693580000000000,1649694600000000000,40721.8,40475.932,41437.25,2580.518107188,-2068.5108,-2191.45710943,122.94630943,389.3299798700001,-2580.7870893,-1.0001042357002845,86021.77833160001,83440.99124230002,2.1313642164454065,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-c94e9c2870637fa999,REVERSAL,BUY,1650472200000000000,1650472200000000000,1650480060000000000,41180.8,41003.456,41602.05,2503.099479008,-1857.0402000000001,-2011.98390448,154.94370448,490.65506417000006,-2502.63896865,-0.9998160239487636,83440.99124230002,80938.35227365002,1.502885463951193,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-59fed3b0be5bdb3ca4,REVERSAL,SELL,1651056420000000000,1651056420000000000,1651061160000000000,39025.1,39121.170666666665,38457.25,2428.0177626576406,-1508.4817,-1729.2809448,220.7992448,699.1976085250001,-2428.478553325,-1.0001897805998154,80938.35227365002,78509.87372032502,3.295429398044985,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-43c8b885f003b9dd08,REVERSAL,SELL,1651169400000000000,1651169400000000000,1651180200000000000,40162.9,40383.030999999995,39597.9,2355.137063058708,1955.1954999999998,1834.16711881,121.02838119,383.2565404349999,1450.9105783750001,0.6160620547878628,78509.87372032502,79960.78429870002,1.8007364112779447,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-a31bc61185dcd1d3b6,REVERSAL,BUY,1651255560000000000,1651255560000000000,1651256520000000000,38632.1,38506.135,39103.1,2398.64990638625,-1644.174,-1825.35774692,181.18374692,573.7485319299999,-2399.10627885,-1.0001902622231509,79960.78429870002,77561.67801985002,2.2451396583811913,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-bd960a66affccc0219,REVERSAL,BUY,1652140980000000000,1652140980000000000,1652142480000000000,30385.9,29899.674666666666,31301.449999999997,2326.6421937513364,-2128.5836,-2176.09106423,47.50746423,150.44030337000004,-2326.5313676,-0.9999523664826357,77561.67801985002,75235.14665225003,1.6357166978644215,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-54ab6b1069ec4f6fd7,REVERSAL,SELL,1652264400000000000,1652264400000000000,1652266500000000000,31806.9,31966.690666666665,31048.4,2257.046365436315,-1737.1858,-1861.97670501,124.79090501,395.1711991900001,-2257.1479042,-1.0000449874514055,75235.14665225003,72977.99874805003,3.426238221641546,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-0468bd363d26509a87,REVERSAL,SELL,1652834340000000000,1652834340000000000,1652839140000000000,30562.8,30704.013666666666,30052.4,2189.254698594242,5970.148799999999,5835.4954625499995,134.65333744999998,397.10865835000004,5438.3868041999995,2.4841270445563417,72977.99874805003,78416.38555225002,2.484127044556323,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-bb639506d2e299552c,REVERSAL,SELL,1654510200000000000,1654510200000000000,1654512360000000000,31396.6,31482.281333333332,30675.050000000003,2352.4723141489762,-1517.6613,-1718.09533922,200.43403922,634.707790855,-2352.803130075,-1.000140624790368,78416.38555225002,76063.58242217502,5.081253768946701,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-4156da2942aacd5a61,REVERSAL,BUY,1655079780000000000,1655079780000000000,1655081280000000000,26804.4,26451.227000000003,27386.550000000003,2281.6378363309827,-2049.9728,-2105.60999043,55.63719043,176.18443637000004,-2281.7944268,-1.0000686307294366,76063.58242217502,73781.78799537502,1.377477768208816,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-d89a93a2364387de6b,REVERSAL,SELL,1655319120000000000,1655319120000000000,1655321220000000000,21587.2,21903.181999999997,20947.45,2213.260044488481,-2006.2839999999999,-2055.98569892,49.70169892,157.38871328000005,-2213.3744122,-1.0000516738698662,73781.78799537502,71568.41358317502,1.743687277043144,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-6b9e0263256d342407,REVERSAL,SELL,1655720040000000000,1655720040000000000,1655721660000000000,20545.6,20670.591666666667,20141.85,2146.9513732479213,-1721.375,-1823.54089224,102.16589224,323.52532541000005,-2147.06621765,-1.0000534918505886,71568.41358317502,69421.34736552501,2.3940044281309967,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-4ae1a3f4451ee433b7,REVERSAL,BUY,1655857440000000000,1655857440000000000,1655859300000000000,20629.5,20519.894,21037.6,2082.579242583,-1624.9296,-1734.74418079,109.81458079,347.74617251,-2082.4903533,-0.9999573176947208,69421.34736552501,67338.85701222501,2.682814256143396,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-0b4ce102cee75384df,REVERSAL,BUY,1656002880000000000,1656002880000000000,1656003660000000000,20324.1,20252.25766666667,20559.85,2020.1279304739342,-1418.1936,-1562.45730951,144.26370951,456.83508008999996,-2019.2923896,-0.9995863920985746,67338.85701222501,65319.56462262501,2.0052587282180823,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-f887e66c83917edcfb,REVERSAL,SELL,1656318180000000000,1656318180000000000,1656319080000000000,21366.1,21397.65266666667,21147.9,1959.5375689711027,-973.2167999999999,-1210.28391223,237.06711223000002,750.7125220699999,-1960.9964342999997,-1.0007444946971151,65319.56462262501,63358.56818832501,2.9283000550037013,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-cf0f0fc43bd5c89d31,REVERSAL,SELL,1657392960000000000,1657392960000000000,1657394040000000000,21751.3,21806.880333333334,21547.3,1900.7062853478476,4393.7519999999995,4216.60854063,177.14345937000002,522.28047573,3694.3280649,1.9436606767593774,63358.56818832501,67052.896253225,1.9436606767593523,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-aeba9d9eb8aac8a1d4,REVERSAL,SELL,1657814880000000000,1657814880000000000,1657819320000000000,20326.7,20478.688333333335,20031.65,2011.4375984100184,-1674.4319999999998,-1755.3442115599998,80.91221156,256.22200324,-2011.5662148,-1.000063942520555,67052.896253225,65041.330038425,1.450122099042827,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-c6398e503c76f83e47,REVERSAL,SELL,1657877820000000000,1657877820000000000,1657888620000000000,20920.5,20962.182333333334,20652.15,1951.1804476545178,571.2515999999999,370.31176757,200.93983243,636.30946937,-265.9977018,-0.13632655150872977,65041.330038425,64775.332336625004,3.244717662215906,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-89a4126831d4dace01,REVERSAL,BUY,1658278920000000000,1658278920000000000,1658283900000000000,23059.2,22916.567666666666,23380.15,1943.1194393032572,3521.6910000000003,3424.8533181800003,96.83768182,285.27731123,3139.57600695,1.6157401050322235,64775.332336625004,67914.908343575,1.6154580129608769,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-34b4f1276c56a4bf74,REVERSAL,BUY,1658597220000000000,1658597220000000000,1658598360000000000,22151.9,22014.240333333335,22451.5,2037.2855796938968,-1642.6233000000002,-1737.4576332400002,94.83433324,300.30872193500005,-2037.7663551750002,-1.0002359882609957,67914.908343575,65877.1419884,1.5583838430383345,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-b83c6e929295dc9b07,REVERSAL,SELL,1658937900000000000,1658937900000000000,1658938440000000000,21501.6,21542.05166666667,21317.15,1976.2665295763406,-1100.4255000000003,-1310.9427670900002,210.51726709,666.6380124349998,-1977.580779525,-1.0006650165496358,65877.1419884,63899.561208875006,2.0944137320888903,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-2099de10222efd897f,REVERSAL,BUY,1660733940000000000,1660733940000000000,1660735620000000000,23790.0,23746.318333333333,24095.5,1916.9451565829247,-1055.9231,-1262.67463104,206.75153103999997,654.713181635,-1917.3878126749999,-1.000230917452466,63899.561208875006,61982.17339620001,3.398116777235608,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-bdead044147a58bb59,REVERSAL,BUY,1661882040000000000,1661882040000000000,1661887440000000000,19664.8,19618.456666666665,20065.5,1859.4398754158742,9828.770299999998,9643.50855184,185.26174816,545.6466483649999,9097.861903474999,4.892797031923504,61982.17339620001,71080.035299675,4.892797031923568,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-dfacab5d67d3c3c867,REVERSAL,BUY,1662198720000000000,1662198720000000000,1662209520000000000,19764.2,19737.422333333332,19895.05,2132.348812567134,2487.2512,2217.81668562,269.43451438000005,853.2092955200001,1364.6073901,0.6399550495948877,71080.035299675,72444.642689775,1.7925283930028033,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-a5c8fc62ad682b04de,REVERSAL,SELL,1662741840000000000,1662741840000000000,1662743640000000000,21245.5,21403.703333333335,20981.75,2173.303824867519,-1807.7513999999999,-1895.4748335099998,87.72343351,277.79087279,-2173.2657062999997,-0.9999824605436741,72444.642689775,70271.37698347501,1.2202496173535071,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-f5935f4906b622b6df,REVERSAL,SELL,1662745020000000000,1662745020000000000,1662755820000000000,21270.0,21354.043,20981.75,2108.03646701475,-345.24899999999997,-484.45012601999997,139.20112602,440.80356572999995,-925.2536917499999,-0.4389173082286749,70271.37698347501,69346.12329172502,2.2115240466709727,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-a005407b4ec24db3bd,REVERSAL,SELL,1663834020000000000,1663834020000000000,1663834980000000000,18911.2,18982.497,18653.65,2080.3017441105,-1487.4605999999999,-1629.75750649,142.29690649,450.60687055999995,-2080.36437705,-1.000030107622453,69346.12329172502,67265.75891467501,2.3002671069341125,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-b64381e2c662b8ce1f,REVERSAL,BUY,1665449580000000000,1665449580000000000,1665452460000000000,19046.2,18989.218333333334,19177.75,2017.9087296029008,-1345.143,-1506.71053282,161.56753282,511.63052063000003,-2018.3410534500001,-1.0002142435090136,67265.75891467501,65247.41786122501,1.2031828632012753,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-6bb731b8d504758230,REVERSAL,SELL,1666714440000000000,1666714440000000000,1666717260000000000,19716.6,19813.27733333333,19513.95,1957.4018669599484,-1498.3664999999999,-1608.61934409,110.25284409,349.13400628499994,-1957.7533503749999,-1.0001795663021398,65247.41786122501,63289.66451085001,1.3712839280066564,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-52127863cf6e6ad9fa,REVERSAL,BUY,1668335160000000000,1668335160000000000,1668345960000000000,16578.6,16544.789333333334,16750.0,1898.6630177486452,1411.3756,1217.92184257,193.45375743,612.6035651700001,605.3182773999999,0.31881290768372417,63289.66451085001,63894.98278825001,2.496087653653121,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-e5463061014c3f4bf9,REVERSAL,SELL,1668501240000000000,1668501240000000000,1668510360000000000,16904.1,16962.137333333336,16724.25,1916.798461360728,-1332.434,-1472.47547826,140.04147826,443.4646811899999,-1915.94015945,-0.9995522210978203,63894.98278825001,61979.04262880001,1.8532391684338356,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-11ffd07d3e92e2663b,REVERSAL,BUY,1669055460000000000,1669055460000000000,1669058880000000000,15978.8,15938.67,16114.1,1859.3204026525,-1163.7421,-1330.47209815,166.72999815,527.978327475,-1858.450425625,-0.9995320994561998,61979.04262880001,60120.59220317501,1.736126413295953,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-0c847e8b84da57598b,REVERSAL,SELL,1669258800000000000,1669258800000000000,1669259460000000000,16683.7,16711.88266666667,16508.25,1803.5701902877797,-955.5005999999998,-1159.1783606699998,203.67776067,644.9795754300001,-1804.1579361,-1.0003258790899212,60120.59220317501,58316.43426707501,2.8284400829439282,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-fd3166fca35162d4d9,REVERSAL,BUY,1670260200000000000,1670260200000000000,1670267760000000000,17042.9,16989.039666666667,17194.15,1749.4709407804926,-1187.8482000000001,-1322.8473022,134.99910219999998,427.4971569500001,-1750.3444591500001,-1.0004993043034587,58316.43426707501,56566.08980792501,1.5818270281416398,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-63af9a4ea5e2c1eea0,REVERSAL,BUY,1671123240000000000,1671123240000000000,1671130140000000000,17394.6,17328.786666666667,17535.8,1696.9454039599939,-1215.5892,-1331.05561649,115.46641649,365.64365221,-1696.6992687,-0.9998549539310931,56566.08980792501,54869.39053922501,1.251985265903187,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-27be0157232a19e193,REVERSAL,BUY,1671733020000000000,1671733020000000000,1671733260000000000,16605.0,16592.83133333333,16730.95,1646.0731197214814,-541.7776000000001,-807.1422224300001,265.36462243,840.32130437,-1647.4635268000002,-1.0008446812367326,54869.39053922501,53221.92701242501,2.72339083579638,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-61fec4612f18294c74,REVERSAL,SELL,1673636340000000000,1673636340000000000,1673638140000000000,19287.8,19308.61,19050.300000000003,1596.61248306,-667.4304,-890.35703097,222.92663097,705.93433143,-1596.2913624,-0.9997988737634166,53221.92701242501,51625.63565002501,4.195291817186668,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-7e2778959e6c8057a6,REVERSAL,SELL,1674259860000000000,1674259860000000000,1674270660000000000,22604.1,22815.38366666667,21943.05,1548.638339678021,510.0096,458.73765320999996,51.27194679,162.36116481,296.37648839999997,0.19137876210763313,51625.63565002501,51922.01213842501,2.5581578929033038,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-39243be81c28c29d34,REVERSAL,BUY,1674555780000000000,1674555780000000000,1674561000000000000,22891.0,22855.49,23011.0,1557.6114240575,-791.9694999999999,-975.67006033,183.70056033,581.718441045,-1557.388501375,-0.9998568817106391,51922.01213842501,50364.62363705001,1.2256325178503378,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-b24fe7a1d8dcf6ec86,REVERSAL,BUY,1675875000000000000,1675875000000000000,1675882500000000000,22886.4,22826.34533333333,23041.050000000003,1510.9370382773866,-962.5615999999999,-1094.3458285699999,131.78422856999998,417.31672382999994,-1511.6625523999999,-1.0004801749538421,50364.62363705001,48852.961084650015,1.2741721341313588,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-e3ac590c275beb789e,REVERSAL,SELL,1676477880000000000,1676477880000000000,1676486640000000000,22794.8,22941.937333333335,22500.4,1465.4899619143468,-1188.1266999999998,-1254.62145866,66.49475866,210.566735765,-1465.188194425,-0.9997940842331307,48852.961084650015,47387.77289022502,1.4353437122504933,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-8fb602aae084117349,REVERSAL,BUY,1678444560000000000,1678444560000000000,1678444860000000000,19826.6,19697.334,20051.9,1421.599471173,-1156.7178,-1220.36234569,63.64454569,201.54106136,-1421.90340705,-1.0002137985298694,47387.77289022502,45965.86948317502,1.2295791041675994,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-b5061d62c42118fa28,REVERSAL,BUY,1678897860000000000,1678897860000000000,1678898460000000000,24352.7,24234.825333333334,24733.0,1378.9616161173274,-1053.5544,-1131.706422,78.15202199999999,247.481403,-1379.187825,-1.0001640429146312,45965.86948317502,44586.68165817502,2.2258693807898027,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-c924309ec42aed7035,REVERSAL,SELL,1679040960000000000,1679040960000000000,1679046840000000000,26072.0,26214.671666666665,25537.65,1337.5945742441545,-1049.4158,-1118.62875052,69.21295051999999,219.17434333,-1337.80309385,-1.000155891486001,44586.68165817502,43248.878564325016,2.7250087175964137,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-5db6b31c0e473a2a03,REVERSAL,SELL,1679303760000000000,1679303760000000000,1679303880000000000,28181.8,28280.68833333333,27691.25,1297.3865433724693,-908.4953999999999,-1001.8550144999999,93.35961449999999,295.6387792500001,-1297.49379375,-1.0000826664790678,43248.878564325016,41951.384770575016,3.1765821397468765,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-202c80d6e0a89391e4,REVERSAL,BUY,1679331180000000000,1679331180000000000,1679331360000000000,27620.0,27540.408333333333,28026.6,1258.4883662250036,-828.1584,-931.45838429,103.29998429,327.11661691,-1258.5750012,-1.0000688405052613,41951.384770575016,40692.80976937502,3.016361598627037,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-bd6607443a1f32f64e,REVERSAL,SELL,1679419860000000000,1679419860000000000,1679420100000000000,28178.4,28268.421666666665,27817.5,1220.7266088404012,-830.0699999999999,-923.77959056,93.70959056000001,296.7470367400001,-1220.5266273000002,-0.9998361782736996,40692.80976937502,39472.283142075015,2.4094199630161253,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-51f7e77db6bca03116,REVERSAL,SELL,1680225480000000000,1680225480000000000,1680236280000000000,28233.0,28304.283333333333,27969.6,1184.1564573999965,1336.3727999999999,1230.74637302,105.62642698,334.48368542000003,896.2626875999999,0.7568786050180286,39472.283142075015,40368.545829675015,1.946127704999352,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-a1beb9a4883e5fb94b,REVERSAL,SELL,1681805160000000000,1681805160000000000,1681805580000000000,29749.8,29799.588666666667,29434.05,1211.0469801130043,-638.5355999999999,-775.97323323,137.43763323000002,435.21917186999997,-1211.1924051,-1.000120082035944,40368.545829675015,39157.35342457501,2.873055350957832,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-c2d36e1e4130948075,REVERSAL,BUY,1684427700000000000,1684427700000000000,1684430340000000000,27055.0,26998.309,27239.3,1174.64749052175,-684.9927,-802.53592511,117.54322511,372.22021286499995,-1174.756137975,-1.0000924936665057,39157.35342457501,37982.597286600016,1.4766823538732898,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-1ea9b62f1537cda37e,REVERSAL,SELL,1686616440000000000,1686616440000000000,1686619800000000000,25934.6,25973.66633333333,25801.25,1139.465960814368,-571.2119,-707.71100384,136.49910383999998,432.247162185,-1139.958166025,-1.000431961311315,37982.597286600016,36842.63912057502,1.2121936266751372,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-e7172923535afb0538,REVERSAL,SELL,1686704040000000000,1686704040000000000,1686704280000000000,25963.0,25983.424333333332,25850.0,1105.2578292689752,-379.68480000000005,-553.71355142,174.02875142,551.0910461799999,-1104.8045975999999,-0.9995899312748817,36842.63912057502,35737.83452297502,1.2484854632630498,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-9d9b5dffe679851649,REVERSAL,BUY,1689178740000000000,1689178740000000000,1689179220000000000,30506.0,30437.629666666668,30713.75,1072.105566372154,-642.8232,-745.9178315,103.0946315,326.4663331,-1072.3841646,-1.0002598608164948,35737.83452297502,34665.45035837502,1.4186355708156482,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-76bc0ca9eb8093634f,REVERSAL,SELL,1690906800000000000,1690906800000000000,1690913820000000000,28951.8,29017.654333333332,28768.25,1039.960505880654,-626.8408000000001,-726.09385912,99.25305912,314.30135388,-1040.395213,-1.0004180034884862,34665.45035837502,33625.055145375016,1.2828879132964797,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-afcc924bc0c89c2f1c,REVERSAL,BUY,1694737800000000000,1694737800000000000,1694740020000000000,26496.1,26450.622,26670.5,1008.7115994015,-538.7655,-651.6150374499999,112.84953745,357.35686857499996,-1008.971906025,-1.0002580585210423,33625.055145375016,32616.083239350017,1.5791541586268631,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-4a4e78d9119a9ba9c8,REVERSAL,BUY,1696525320000000000,1696525320000000000,1696526400000000000,27455.5,27357.527333333335,27745.0,978.4449454674883,-689.4300000000001,-758.8397019,69.4097019,219.79738935,-978.63709125,-1.0001963787368946,32616.083239350017,31637.446148100018,1.7838314459696893,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-dea9895afff32d671a,REVERSAL,SELL,1698077640000000000,1698077640000000000,1698078120000000000,30892.1,30978.17266666667,30648.1,949.0535590380239,-616.8204,-696.60338925,79.78298925,252.64613264999997,-949.2495219,-1.000206482405666,31637.446148100018,30688.196626200017,1.493446278033722,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-b4aaf651d9c6d036fe,REVERSAL,SELL,1699524240000000000,1699524240000000000,1699525320000000000,36756.9,36903.67866666667,36213.4,920.6238267380152,-668.9676000000001,-729.3884437500001,60.42084375,191.33267189999998,-920.72111565,-1.000105677160594,30688.196626200017,29767.475510550015,2.4193760714047783,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-3235a8f1a4edbd8fc8,REVERSAL,SELL,1700067240000000000,1700067240000000000,1700070120000000000,36339.4,36440.58466666667,36011.5,892.8716634153525,-580.0784,-655.1698928,75.0914928,237.78972720000002,-892.95962,-1.0000985097727382,29767.475510550015,28874.515890550014,1.7566760657409168,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-bc3da9f51b8d423086,REVERSAL,BUY,1700158200000000000,1700158200000000000,1700158860000000000,36399.9,36183.639,36912.95,865.96499494575,-691.9437,-733.73873097,41.79503097,132.35093140499998,-866.089662375,-1.0001439635897265,28874.515890550014,28008.426228175013,1.6921597330031721,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
baseline,session-sweep-0eb3f7fbaf88eb69e6,REVERSAL,SELL,1700188560000000000,1700188560000000000,1700199360000000000,36531.4,36689.91466666667,36072.149999999994,840.0630488960131,1011.9456,960.36421767,51.58138233,163.34104407,797.0231736000001,0.9487658987589386,28008.426228175013,28805.44940177501,1.896622310068128,SESSION_TRANSITION_SWEEP_RECLAIM_MSS
