ts,symbol,role,price,quantity,cost
1754910360000000000,XRPUSDT-PERP.BINANCE,exit,3.2488,13271.2,35.6086137
1754939100000000000,SOLUSDT-PERP.BINANCE,entry,177.82,341.93,54.18686553
1754939820000000000,SOLUSDT-PERP.BINANCE,exit,177.31,341.93,12.12552166
1754960700000000000,BTCUSDT-PERP.BINANCE,entry,118827.59999999999,0.814,76.22638059
1754960880000000000,BTCUSDT-PERP.BINANCE,exit,119000.2,0.814,79.07642654
1754981040000000000,BTCUSDT-PERP.BINANCE,entry,118900.5,0.797,74.60569483
1754982360000000000,BTCUSDT-PERP.BINANCE,exit,118983.09999999999,0.797,78.42741681
1754996220000000000,XRPUSDT-PERP.BINANCE,entry,3.1256,23710.4,72.74196641
1754996580000000000,XRPUSDT-PERP.BINANCE,exit,3.1304,23710.4,77.54732313
1755007500000000000,SOLUSDT-PERP.BINANCE,entry,176.54,249.5,36.06542523
1755009060000000000,SOLUSDT-PERP.BINANCE,exit,178.44,249.5,8.904156
1755037680000000000,ETHUSDT-PERP.BINANCE,entry,4581.2,9.632,34.12087928
1755042600000000000,ETHUSDT-PERP.BINANCE,exit,4614.98,9.632,8.89029747
1755050160000000000,BTCUSDT-PERP.BINANCE,entry,119468.5,0.774,77.03791387
1755050580000000000,BTCUSDT-PERP.BINANCE,exit,119299.8,0.774,78.13036817
1755057840000000000,SOLUSDT-PERP.BINANCE,entry,198.18,201.65,31.21436782
1755058680000000000,SOLUSDT-PERP.BINANCE,exit,199.42,201.65,8.0426086
1755066780000000000,ETHUSDT-PERP.BINANCE,entry,4626.19,9.933,34.60617655
1755067500000000000,ETHUSDT-PERP.BINANCE,exit,4606.13,9.933,34.22659533
1755085500000000000,XRPUSDT-PERP.BINANCE,entry,3.2853,15189.4,48.15732347
1755089580000000000,XRPUSDT-PERP.BINANCE,exit,3.2744,15189.4,41.50569579
1755111540000000000,BTCUSDT-PERP.BINANCE,entry,121590.29999999999,0.543,50.70760476
1755112260000000000,BTCUSDT-PERP.BINANCE,exit,121922.80000000002,0.543,13.24081608
1755148020000000000,BTCUSDT-PERP.BINANCE,entry,123150.09999999999,0.753,73.70117754
1755148320000000000,BTCUSDT-PERP.BINANCE,exit,123039.3,0.753,74.51530492
1755162000000000000,ETHUSDT-PERP.BINANCE,entry,4726.57,17.82,68.00510938
1755162300000000000,ETHUSDT-PERP.BINANCE,exit,4720.21,17.82,69.68806132
1755180540000000000,ETHUSDT-PERP.BINANCE,entry,4580.31,3.761,12.42572851
1755181680000000000,ETHUSDT-PERP.BINANCE,exit,4637.88,3.761,12.60260504
1755193020000000000,BTCUSDT-PERP.BINANCE,entry,117859.90000000001,0.609,56.79499989
1755195780000000000,BTCUSDT-PERP.BINANCE,exit,117438.0,0.609,14.3039484
1755199920000000000,SOLUSDT-PERP.BINANCE,entry,194.27,288.89,47.64024039
1755200220000000000,SOLUSDT-PERP.BINANCE,exit,194.78,288.89,48.38993353
1755206700000000000,BTCUSDT-PERP.BINANCE,entry,117825.2,0.639,58.03001786
1755206760000000000,BTCUSDT-PERP.BINANCE,exit,117692.5,0.639,15.0411015
1755212700000000000,BTCUSDT-PERP.BINANCE,entry,118199.3,0.702,76.91472162
1755213120000000000,BTCUSDT-PERP.BINANCE,exit,118300.2,0.702,73.22275172
1755239820000000000,SOLUSDT-PERP.BINANCE,entry,197.13,241.34,38.26133476
1755240540000000000,SOLUSDT-PERP.BINANCE,exit,197.76,241.34,39.79045235
1755251460000000000,BTCUSDT-PERP.BINANCE,entry,118784.39999999998,0.724,72.92160221
1755251760000000000,BTCUSDT-PERP.BINANCE,exit,118633.49999999999,0.724,73.23794332
1755257940000000000,XRPUSDT-PERP.BINANCE,entry,3.1046,13811.9,41.01798201
1755258540000000000,XRPUSDT-PERP.BINANCE,exit,3.1147,13811.9,8.60398499
1755268800000000000,XRPUSDT-PERP.BINANCE,entry,3.0803,11430.7,28.98020142
1755269160000000000,XRPUSDT-PERP.BINANCE,exit,3.0665,11430.7,28.07501477
1755285780000000000,XRPUSDT-PERP.BINANCE,entry,3.0772,9866.6,24.49339823
1755289260000000000,XRPUSDT-PERP.BINANCE,exit,3.0539,9866.6,6.02632195
1755308580000000000,BTCUSDT-PERP.BINANCE,entry,117674.9,0.751,70.82152729
1755308940000000000,BTCUSDT-PERP.BINANCE,exit,117814.59999999999,0.751,79.73875885
1755334380000000000,BTCUSDT-PERP.BINANCE,entry,117563.7,0.713,83.84826978
1755335280000000000,BTCUSDT-PERP.BINANCE,exit,117633.0,0.713,74.6257412
1755346620000000000,SOLUSDT-PERP.BINANCE,entry,186.11,176.15,26.10909866
1755347220000000000,SOLUSDT-PERP.BINANCE,exit,185.26,176.15,27.61493178
1755351660000000000,ETHUSDT-PERP.BINANCE,entry,4406.03,7.066,23.71098724
1755352080000000000,ETHUSDT-PERP.BINANCE,exit,4382.83,7.066,6.19381536
1755356700000000000,ETHUSDT-PERP.BINANCE,entry,4409.35,13.489,45.46096402
1755358860000000000,ETHUSDT-PERP.BINANCE,exit,4390.67,13.489,11.84514953
